edit_index,doc_name,node_ix_src,node_ix_tgt,text_src,text_tgt,a,b,c,gold,node_type_src,node_type_tgt,parent_node_src,parent_node_tgt,s_index
108,110-ARR,"110-ARR_v2_48@2==0,2","110-ARR_v1_48@3==0,26",We,"Despite their antonymy, we","Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,110-ARR_v2_48@2,110-ARR_v1_48@3,94
109,110-ARR,"110-ARR_v2_48@2==91,141","110-ARR_v1_48@3==115,166",the little boy/girl cuddled the teddy bear closely,The little boy/girl cuddled the teddy bear closely.,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,110-ARR_v2_48@2,110-ARR_v1_48@3,94
110,110-ARR,"110-ARR_v2_48@3==65,143","110-ARR_v1_48@4==13,68","i.e., young human beings, and the vector representations would be very similar",the meaning of the two words would become quite similar,"Modify,Clarity","Modify,Fact/Evidence","Modify,Claim","Modify,Clarity",ss,ss,110-ARR_v2_48@3,110-ARR_v1_48@4,95
111,110-ARR,"110-ARR_v2_48@6==27,44","110-ARR_v1_48@6==28,33",effectively learn,learn,"Modify,Claim","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,110-ARR_v2_48@6,110-ARR_v1_48@6,96
112,110-ARR,"110-ARR_v2_48@6==45,65","110-ARR_v1_48@6==34,50",the semantic meaning,the true meaning,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,110-ARR_v2_48@6,110-ARR_v1_48@6,96
113,110-ARR,"110-ARR_v2_5@1==146,163","110-ARR_v1_5@1==146,163","Pham et al., 2021","Pham et al., 2020","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,110-ARR_v2_5@1,110-ARR_v1_5@1,97
114,110-ARR,"110-ARR_v2_59@1==0,79","110-ARR_v1_57@1==0,20","After the intermediate training, all models are fine-tuned on the SAR task with","For training, we use","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,110-ARR_v2_59@1,110-ARR_v1_57@1,99
115,110-ARR,"110-ARR_v2_59@6==75,90","110-ARR_v1_58@3==75,105",representations,contextualised representations,"Modify,Claim","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,110-ARR_v2_59@6,110-ARR_v1_58@3,100
116,110-ARR,"110-ARR_v2_60@0==33,46","110-ARR_v1_59@1==33,46",ELECTRA-small,Electra-small,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,110-ARR_v2_60@0,110-ARR_v1_59@1,101
117,114-ARR,,"114-ARR_v1_27@0==182,201",,"(Chen et al., 2018)","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,114-ARR_v1_27@0,239
118,114-ARR,"114-ARR_v2_52@3==115,134",,"(Liu et al., 2019c)",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,114-ARR_v2_52@3,,221
119,114-ARR,"114-ARR_v2_8@3==9,29",,"in ablation studies,",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Clarity","Add,Fact/Evidence",ss,ss,114-ARR_v2_8@3,,237
120,114-ARR,"114-ARR_v2_7@3==0,25","114-ARR_v1_7@4==0,11",To further boost learning,Furthermore,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_7@3,114-ARR_v1_7@4,234
121,114-ARR,"114-ARR_v2_7@3==27,107","114-ARR_v1_7@4==13,82",we also propose two saliency-exploration strategy to augment the above framework,we augment the above framework with two saliency-exploration strategy,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_7@3,114-ARR_v1_7@4,234
122,114-ARR,"114-ARR_v2_8@0==45,47","114-ARR_v1_8@0==0,2",we,We,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,114-ARR_v2_8@0,114-ARR_v1_8@0,235
123,114-ARR,"114-ARR_v2_8@0==0,44","114-ARR_v1_8@0==99,142","To verify the effectiveness of our approach,",to verify the effectiveness of our approach,"Link+Identical",Link+Identical,"Link+Identical","Link+Identical",ss,ss,114-ARR_v2_8@0,114-ARR_v1_8@0,235
124,114-ARR,"114-ARR_v2_4@2==184,195","114-ARR_v1_4@2==184,191",", and it is",; it is,"Modify,Clarity","Modify,Grammar","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_4@2,114-ARR_v1_4@2,220
125,114-ARR,"114-ARR_v2_4@2==248,253","114-ARR_v1_4@2==244,245",eight,8,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,114-ARR_v2_4@2,114-ARR_v1_4@2,220
126,114-ARR,"114-ARR_v2_8@1==0,24","114-ARR_v1_8@1==0,16",According to the results,From the results,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_8@1,114-ARR_v1_8@1,236
127,114-ARR,"114-ARR_v2_8@1==70,81","114-ARR_v1_8@1==62,74",can capture,does capture,"Modify,Clarity","Modify,Grammar","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_8@1,114-ARR_v1_8@1,236
128,114-ARR,"114-ARR_v2_8@1==109,121","114-ARR_v1_8@1==102,118",well explain,can well explain,"Modify,Clarity","Modify,Grammar","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_8@1,114-ARR_v1_8@1,236
129,114-ARR,"114-ARR_v2_8@3==45,54","114-ARR_v1_8@3==24,33",highlight,emphasize,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_8@3,114-ARR_v1_8@3,237
130,114-ARR,"114-ARR_v2_8@3==55,87","114-ARR_v1_8@3==34,61",many significant characteristics,several significant aspects,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_8@3,114-ARR_v1_8@3,237
131,114-ARR,"114-ARR_v2_8@3==152,169","114-ARR_v1_8@3==127,143",context-dependent,contextdependent,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,114-ARR_v2_8@3,114-ARR_v1_8@3,237
132,114-ARR,"114-ARR_v2_8@3==181,191","114-ARR_v1_8@3==155,169",; our work,", and our work","Modify,Clarity","Modify,Grammar","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_8@3,114-ARR_v1_8@3,237
133,114-ARR,"114-ARR_v2_8@3==231,239","114-ARR_v1_8@3==209,220",patterns,differences,"Modify,Claim","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_8@3,114-ARR_v1_8@3,237
134,114-ARR,"114-ARR_v2_20@0==15,39","114-ARR_v1_19@0==15,37",several diverse patterns,many distinct patterns,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_20@0,114-ARR_v1_19@0,238
135,114-ARR,"114-ARR_v2_20@0==43,60","114-ARR_v1_19@0==41,57",trigger-dependent,triggerdependent,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,114-ARR_v2_20@0,114-ARR_v1_19@0,238
136,114-ARR,"114-ARR_v2_20@0==113,165","114-ARR_v1_19@0==110,197",may stimulate future research into their differences,"suggest that the traditional ""one model fits all types"" paradigm may need to be revised","Modify,Claim","Modify,Claim","Modify,Claim","Modify,Claim",ss,ss,114-ARR_v2_20@0,114-ARR_v1_19@0,238
137,114-ARR,"114-ARR_v2_52@7==80,121","114-ARR_v1_60@8==80,96",https://github.com/ jianliu-ml/SaliencyED,http://anomynous,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,114-ARR_v2_52@7,114-ARR_v1_60@8,222
138,114-ARR,"114-ARR_v2_5@0==0,21","114-ARR_v1_5@0==0,16",In this study we take,This study takes,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_5@0,114-ARR_v1_5@0,223
139,114-ARR,"114-ARR_v2_5@0==38,51","114-ARR_v1_5@0==33,44",above problem,the problem,"Modify,Clarity","Modify,Grammar","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_5@0,114-ARR_v1_5@0,223
140,114-ARR,"114-ARR_v2_5@0==52,84","114-ARR_v1_5@0==45,59",and for the first time attribute,by attributing,"Modify,Fact/Evidence","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_5@0,114-ARR_v1_5@0,223
141,114-ARR,"114-ARR_v2_4@0==21,33","114-ARR_v1_4@0==20,31",is the first,", the first","Modify,Clarity","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,114-ARR_v2_4@0,114-ARR_v1_4@0,219
142,114-ARR,"114-ARR_v2_4@0==74,84","114-ARR_v1_4@0==72,79",which aims,aims to,"Modify,Clarity","Modify,Grammar","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_4@0,114-ARR_v1_4@0,219
143,114-ARR,"114-ARR_v2_4@0==121,135","114-ARR_v1_4@0==113,121",in plain texts,in texts,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_4@0,114-ARR_v1_4@0,219
144,114-ARR,"114-ARR_v2_5@2==18,29","114-ARR_v1_5@2==18,22",demonstrate,have,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_5@2,114-ARR_v1_5@2,224
145,114-ARR,"114-ARR_v2_5@2==95,98","114-ARR_v1_5@2==88,95",and,because,"Modify,Clarity","Modify,Grammar","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_5@2,114-ARR_v1_5@2,224
146,114-ARR,"114-ARR_v2_5@2==117,133","114-ARR_v1_5@2==114,122","i.e., ""divorced""",divorced,"Modify,Clarity","Modify,Grammar","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_5@2,114-ARR_v1_5@2,224
147,114-ARR,"114-ARR_v2_5@2==324,332","114-ARR_v1_5@2==313,321","""become""",(become),"Modify,Clarity","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,114-ARR_v2_5@2,114-ARR_v1_5@2,224
148,114-ARR,"114-ARR_v2_6@0==0,33","114-ARR_v1_6@0==0,2","To address the first question, we",We,"Modify,Fact/Evidence","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_6@0,114-ARR_v1_6@0,225
149,114-ARR,"114-ARR_v2_6@0==100,107","114-ARR_v1_6@0==70,74",", which",that,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,114-ARR_v2_6@0,114-ARR_v1_6@0,225
150,114-ARR,"114-ARR_v2_6@1==0,34","114-ARR_v1_6@1==0,21",Figure 2 illustrates the key idea:,"As shown in Figure 2,","Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_6@1,114-ARR_v1_6@1,226
151,114-ARR,"114-ARR_v2_6@1==66,107","114-ARR_v1_6@1==53,81",is trigger-dependent or context-dependent,depends on triggers/contexts,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_6@1,114-ARR_v1_6@1,226
152,114-ARR,"114-ARR_v2_6@1==109,111","114-ARR_v1_6@1==83,103",we,the key notion is to,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_6@1,114-ARR_v1_6@1,226
153,114-ARR,"114-ARR_v2_6@2==0,12","114-ARR_v1_6@2==0,11",Specifically,To this end,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_6@2,114-ARR_v1_6@2,227
154,114-ARR,"114-ARR_v2_6@3==149,184","114-ARR_v1_6@3==149,184","contribution (i.e., saliency value)","saliency value (i.e., contribution)","Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_6@3,114-ARR_v1_6@3,228
155,114-ARR,"114-ARR_v2_6@4==72,76","114-ARR_v1_6@4==72,81",tell,determine,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_6@4,114-ARR_v1_6@4,229
156,114-ARR,"114-ARR_v2_7@0==0,33","114-ARR_v1_7@0==0,7","To answer the second question, we",We also,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_7@0,114-ARR_v1_7@0,230
157,114-ARR,"114-ARR_v2_7@1==14,40","114-ARR_v1_7@1==14,34",simple and straightforward,simple yet effective,"Modify,Claim","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,114-ARR_v2_7@1,114-ARR_v1_7@1,231
158,13-ARR,"13-ARR_v2_25@4==83,106",,for the language stream,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,13-ARR_v2_25@4,,664
159,13-ARR,"13-ARR_v2_30@0==99,122",,"(Anderson et al., 2018)",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,13-ARR_v2_30@0,,666
160,13-ARR,"13-ARR_v2_4@2==42,65",,,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,13-ARR_v2_4@2,,667
161,13-ARR,"13-ARR_v2_7@5==26,49",,,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,13-ARR_v2_7@5,,671
162,13-ARR,,"13-ARR_v1_26@5==0,42",,"Similar to VLN-Bert (Devlin et al., 2018),","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence","Delete,Fact/Evidence",ss,ss,,13-ARR_v1_26@5,665
163,13-ARR,,"13-ARR_v1_5@0==0,34",,"To solve a more practical problem,","Delete,Clarity","Delete,Claim","Delete,Claim","Delete,Claim",ss,ss,,13-ARR_v1_5@0,670
164,13-ARR,"13-ARR_v2_2@6==107,138","13-ARR_v1_2@6==107,132",efficient prompt-based learning,instruction prompt tuning,"Modify,Clarity","Modify,Claim","Modify,Claim","Modify,Claim",ss,ss,13-ARR_v2_2@6,13-ARR_v1_2@6,662
165,13-ARR,"13-ARR_v2_26@0==0,2","13-ARR_v1_26@5==43,45",We,we,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,13-ARR_v2_26@0,13-ARR_v1_26@5,665
166,13-ARR,"13-ARR_v2_26@0==10,29","13-ARR_v1_26@5==53,74",hard negative paths,3 hard negative paths,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,13-ARR_v2_26@0,13-ARR_v1_26@5,665
167,13-ARR,"13-ARR_v2_26@0==30,66","13-ARR_v1_26@5==75,92",based on distance in the environment,using beam search,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,13-ARR_v2_26@0,13-ARR_v1_26@5,665
168,13-ARR,"13-ARR_v2_2@5==62,83","13-ARR_v1_2@5==62,75",prompt-based learning,prompt tuning,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,13-ARR_v2_2@5,13-ARR_v1_2@5,661
169,13-ARR,"13-ARR_v2_33@0==94,138","13-ARR_v1_34@0==94,102","setting, which predicts actions sequentially","setting,","Modify,Fact/Evidence","Modify,Clarity","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,13-ARR_v2_33@0,13-ARR_v1_34@0,668
170,13-ARR,"13-ARR_v2_34@0==54,117","13-ARR_v1_35@0==54,61","setting, which outputs scores for instruction-trajectory pairs,",setting,"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,13-ARR_v2_34@0,13-ARR_v1_35@0,669
171,13-ARR,"13-ARR_v2_4@3==0,21","13-ARR_v1_5@0==35,62",Recent tasks focus on,the REVERIE task focuses on,"Modify,Fact/Evidence","Modify,Claim","Modify,Claim","Modify,Claim",ss,ss,13-ARR_v2_4@3,13-ARR_v1_5@0,670
172,13-ARR,"13-ARR_v2_15@2==17,38","13-ARR_v1_12@2==17,38","(Devlin et al., 2019)","(Devlin et al., 2018)","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,13-ARR_v2_15@2,13-ARR_v1_12@2,672
173,15-ARR,,"15-ARR_v1_13@2==83,102",,in the former sense,"Delete,Clarity","Delete,Clarity","Delete,Claim","Delete,Clarity",ss,ss,,15-ARR_v1_13@2,1048
174,15-ARR,"15-ARR_v2_21@7==58,86",,between arguments and values,,"Add,Clarity","Add,Clarity","Add,Clarity","Add,Clarity",ss,ss,15-ARR_v2_21@7,,1023
175,15-ARR,"15-ARR_v2_25@2==81,102",,as Webis-ArgValues-22,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,15-ARR_v2_25@2,,1029
176,15-ARR,"15-ARR_v2_27@2==143,174",,drastically limiting their size,,"Add,Fact/Evidence","Add,Claim","Add,Claim","Add,Claim",ss,ss,15-ARR_v2_27@2,,1031
177,15-ARR,"15-ARR_v2_50@14==80,128",,", revealing that each value occurs at least once",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,15-ARR_v2_50@14,,1036
178,15-ARR,"15-ARR_v2_58@7==50,72",,for follow-up analyses,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,15-ARR_v2_58@7,,1042
179,15-ARR,"15-ARR_v2_62@0==158,222",,", even though more data and research seem necessary to get there",,"Add,Claim","Add,Claim","Add,Claim","Add,Claim",ss,ss,15-ARR_v2_62@0,,1045
180,15-ARR,"15-ARR_v2_6@2==379,462",,; and to identify opposing and shared values on both sides of a controversial topic,,"Add,Claim","Add,Claim","Add,Claim","Add,Claim",ss,ss,15-ARR_v2_6@2,,1046
181,15-ARR,"15-ARR_v2_12@2==18,47",,follows these definitions and,,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,15-ARR_v2_12@2,,1048
182,15-ARR,"15-ARR_v2_15@0==15,23",,"however,",,"Add,Clarity","Add,Clarity","Add,Clarity","Add,Clarity",ss,ss,15-ARR_v2_15@0,,1049
183,15-ARR,"15-ARR_v2_15@0==52,91",,", making them less suited for our study",,"Add,Claim","Add,Claim","Add,Claim","Add,Claim",ss,ss,15-ARR_v2_15@0,,1049
184,15-ARR,"15-ARR_v2_18@2==79,97",,";Chen et al., 2021",,"Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence","Add,Fact/Evidence",ss,ss,15-ARR_v2_18@2,,1056
185,15-ARR,"15-ARR_v2_18@2==100,112",,but also for,,"Add,Clarity","Add,Clarity","Add,Clarity","Add,Clarity",ss,ss,15-ARR_v2_18@2,,1056
186,15-ARR,,"15-ARR_v1_31@3==0,8",,"However,","Delete,Clarity","Delete,Clarity","Delete,Clarity","Delete,Clarity",ss,ss,,15-ARR_v1_31@3,1031
187,15-ARR,"15-ARR_v2_56@1==71,93","15-ARR_v1_52@1==71,87","(4240 arguments, ~85%)",(4240 arguments),"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,15-ARR_v2_56@1,15-ARR_v1_52@1,1037
188,15-ARR,"15-ARR_v2_56@1==110,120","15-ARR_v1_52@1==104,109","(277, ~5%)",(277),"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,15-ARR_v2_56@1,15-ARR_v1_52@1,1037
189,15-ARR,"15-ARR_v2_56@1==138,149","15-ARR_v1_52@1==127,132","(503, ~10%)",(503),"Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence","Modify,Fact/Evidence",ss,ss,15-ARR_v2_56@1,15-ARR_v1_52@1,1037
190,15-ARR,"15-ARR_v2_21@7==0,30","15-ARR_v1_20@6==0,16",The task studied in this paper,The task at hand,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_21@7,15-ARR_v1_20@6,1023
191,15-ARR,"15-ARR_v2_57@6==0,15","15-ARR_v1_53@2==0,5","Moreover, while",While,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_57@6,15-ARR_v1_53@2,1040
192,15-ARR,"15-ARR_v2_57@6==16,47","15-ARR_v1_53@2==8,26",a F 1 -score of 0.25 at Level 1,F 1 -score of 0.25,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_57@6,15-ARR_v1_53@2,1040
193,15-ARR,"15-ARR_v2_57@7==110,128","15-ARR_v1_53@3==110,119",is clearly too low,seems low,"Modify,Other","Modify,Other","Modify,Other","Modify,Other",ss,ss,15-ARR_v2_57@7,15-ARR_v1_53@3,1041
194,15-ARR,"15-ARR_v2_58@7==0,11","15-ARR_v1_54@4==0,20",The results,The complete results,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_58@7,15-ARR_v1_54@4,1042
195,15-ARR,"15-ARR_v2_60@2==35,43","15-ARR_v1_56@2==35,43",affected,effected,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,15-ARR_v2_60@2,15-ARR_v1_56@2,1043
196,15-ARR,"15-ARR_v2_6@0==37,45","15-ARR_v1_7@0==37,46",argument,statement,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_6@0,15-ARR_v1_7@0,1044
197,15-ARR,"15-ARR_v2_8@0==11,19","15-ARR_v1_9@0==11,20",endeavor,endeavour,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,15-ARR_v2_8@0,15-ARR_v1_9@0,1047
198,15-ARR,"15-ARR_v2_22@3==103,172","15-ARR_v1_21@3==104,191",", we identified existing values or value combinations in the taxonomy",we were able to identify in the proposed taxonomy existing values or value combinations,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_22@3,15-ARR_v1_21@3,1025
199,15-ARR,"15-ARR_v2_12@2==94,102","15-ARR_v1_13@2==64,71","that is,",meaning,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_12@2,15-ARR_v1_13@2,1048
200,15-ARR,"15-ARR_v2_15@0==0,14","15-ARR_v1_14@0==0,55","Other schemes,",Several of the value schemes proposed in the literature,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_15@0,15-ARR_v1_14@0,1049
201,15-ARR,"15-ARR_v2_14@0==32,40","15-ARR_v1_15@2==32,40",analysis,analyses,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,15-ARR_v2_14@0,15-ARR_v1_15@2,1051
202,15-ARR,"15-ARR_v2_14@4==126,139","15-ARR_v1_15@6==126,140",in this paper,for this paper,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,15-ARR_v2_14@4,15-ARR_v1_15@6,1052
203,15-ARR,"15-ARR_v2_17@3==0,19","15-ARR_v1_17@3==0,18",This paper presents,This paper present,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,15-ARR_v2_17@3,15-ARR_v1_17@3,1053
204,15-ARR,"15-ARR_v2_18@0==0,6","15-ARR_v1_18@0==0,14",Values,"Partly, values","Modify,Other","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_18@0,15-ARR_v1_18@0,1054
205,15-ARR,"15-ARR_v2_18@0==20,24","15-ARR_v1_18@0==28,33",idea,ideas,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,15-ARR_v2_18@0,15-ARR_v1_18@0,1054
206,15-ARR,"15-ARR_v2_18@0==146,164","15-ARR_v1_18@0==155,184",particular problem,particular problem definition,"Modify,Clarity","Modify,Fact/Evidence","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_18@0,15-ARR_v1_18@0,1054
207,15-ARR,"15-ARR_v2_18@1==77,84","15-ARR_v1_18@1==78,85",", while",whereas,"Modify,Grammar","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_18@1,15-ARR_v1_18@1,1055
208,15-ARR,"15-ARR_v2_18@2==0,30","15-ARR_v1_18@2==0,24",Framing has often been studied,Frames have been studied,"Modify,Grammar","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_18@2,15-ARR_v1_18@2,1056
209,15-ARR,"15-ARR_v2_18@3==0,13","15-ARR_v1_18@3==0,16",In the latter,In argumentation,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_18@3,15-ARR_v1_18@3,1057
210,15-ARR,"15-ARR_v2_22@4==77,81","15-ARR_v1_21@4==77,82",that,where,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,15-ARR_v2_22@4,15-ARR_v1_21@4,1026
211,15-ARR,"15-ARR_v2_22@6==162,183","15-ARR_v1_21@6==162,189",and are easy to embed,that can be easily embedded,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_22@6,15-ARR_v1_21@6,1027
212,15-ARR,"15-ARR_v2_21@2==81,93","15-ARR_v1_20@3==81,86","for example,","e.g.,","Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_21@2,15-ARR_v1_20@3,1022
213,15-ARR,"15-ARR_v2_23@7==0,11","15-ARR_v1_22@1==0,11",In addition,For example,"Modify,Clarity","Modify,Clarity","Modify,Clarity","Modify,Clarity",ss,ss,15-ARR_v2_23@7,15-ARR_v1_22@1,1028
214,15-ARR,"15-ARR_v2_25@2==13,33","15-ARR_v1_29@2==13,35",taxonomy description,a taxonomy description,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,15-ARR_v2_25@2,15-ARR_v1_29@2,1029
215,15-ARR,"15-ARR_v2_25@2==39,59","15-ARR_v1_29@2==41,65",annotation interface,the annotation interface,"Modify,Grammar","Modify,Grammar","Modify,Grammar","Modify,Grammar",ss,ss,15-ARR_v2_25@2,15-ARR_v1_29@2,1029
