edit_index,doc_name,node_ix_src,node_ix_tgt,gold,s_index,node_type_src,node_type_tgt,sec_node_src,sec_node_tgt,sec_id_src,sec_id_tgt,sec_title_src,sec_title_tgt
138,110-ARR,110-ARR_v2_62,110-ARR_v1_61,"Modify,Grammar",102,p,p,"110-ARR_v2_58,title","110-ARR_v1_56,title",5.1,5.1,SAR Results,SAR Results
139,110-ARR,110-ARR_v2_67,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",81;82;83;84,p,,"110-ARR_v2_66,title",,5.3,,Fine-Tuning on the GLUE Benchmark,
140,110-ARR,110-ARR_v2_67,110-ARR_v1_66,"Modify,Fact/Evidence",103,p,p,"110-ARR_v2_66,title","110-ARR_v1_65,title",5.3,5.3,Fine-Tuning on the GLUE Benchmark,Fine-Tuning on the GLUE Benchmark
141,110-ARR,110-ARR_v2_68,110-ARR_v1_67,"Modify,Grammar;Modify,Grammar;Modify,Grammar",104;105;106,p,p,"110-ARR_v2_66,title","110-ARR_v1_65,title",5.3,5.3,Fine-Tuning on the GLUE Benchmark,Fine-Tuning on the GLUE Benchmark
142,110-ARR,110-ARR_v2_70,110-ARR_v1_69,"Modify,Grammar",107,p,p,"110-ARR_v2_69,title","110-ARR_v1_68,title",5.4,5.4,Experiments on the NegNLI Dataset,Experiments on the NegNLI Dataset
143,110-ARR,110-ARR_v2_71,110-ARR_v1_70,"Modify,Grammar",108,p,p,"110-ARR_v2_69,title","110-ARR_v1_68,title",5.4,5.4,Experiments on the NegNLI Dataset,Experiments on the NegNLI Dataset
144,110-ARR,110-ARR_v2_73,110-ARR_v1_72,"Modify,Fact/Evidence",109,p,p,"110-ARR_v2_72,title","110-ARR_v1_71,title",6,6,Related Work,Related Work
145,110-ARR,110-ARR_v2_74,110-ARR_v1_73,"Modify,Grammar",110,p,p,"110-ARR_v2_72,title","110-ARR_v1_71,title",6,6,Related Work,Related Work
146,110-ARR,110-ARR_v2_75,110-ARR_v1_74,"Modify,Fact/Evidence;Modify,Grammar",111;112,p,p,"110-ARR_v2_72,title","110-ARR_v1_71,title",6,6,Related Work,Related Work
147,110-ARR,110-ARR_v2_76,110-ARR_v1_75,"Modify,Grammar;Modify,Grammar;Modify,Fact/Evidence;Modify,Grammar;Modify,Grammar;Modify,Clarity",113;114;115;116;117;118,p,p,"110-ARR_v2_72,title","110-ARR_v1_71,title",6,6,Related Work,Related Work
148,110-ARR,110-ARR_v2_79,110-ARR_v1_78,"Modify,Clarity",119,p,p,"110-ARR_v2_77,title","110-ARR_v1_76,title",7,7,Summary and Outlook,Summary and Outlook
149,110-ARR,110-ARR_v2_8,110-ARR_v1_8,"Modify,Fact/Evidence;Modify,Grammar",120;121,p,p,"110-ARR_v2_3,title","110-ARR_v1_3,title",1,1,Introduction,Introduction
150,110-ARR,110-ARR_v2_9,110-ARR_v1_10,"Modify,Clarity",122,p,p,"110-ARR_v2_3,title","110-ARR_v1_3,title",1,1,Introduction,Introduction
151,111-ARR,,111-ARR_v1_130,"Delete,Fact/Evidence",143,,p,,"111-ARR_v1_113,title",,3.,,"Style Calibration to λ (CALIB, C-IN):"
152,111-ARR,,111-ARR_v1_131,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",144;145;146;147;148;149;150;151,,p,,"111-ARR_v1_113,title",,3.,,"Style Calibration to λ (CALIB, C-IN):"
153,111-ARR,,111-ARR_v1_19,"Delete,Fact/Evidence",154,,p,,"111-ARR_v1_15,title",,3,,The Universal Rewriter (UR) model
154,111-ARR,,111-ARR_v1_70,"Delete,Fact/Evidence",135,,p,,"111-ARR_v1_69,title",,6,,Main Experiments
155,111-ARR,,111-ARR_v1_71,"Delete,Fact/Evidence",136,,p,,"111-ARR_v1_69,title",,6,,Main Experiments
156,111-ARR,,111-ARR_v1_78,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Claim",137;138;139;140;141,,p,,"111-ARR_v1_69,title",,6,,Main Experiments
157,111-ARR,,111-ARR_v1_91,"Delete,Fact/Evidence",142,,p,,"111-ARR_v1_69,title",,6,,Main Experiments
158,111-ARR,111-ARR_v2_116,,"Add,Fact/Evidence",126,p,,"111-ARR_v2_89,title",,7,,Conclusion,
159,111-ARR,111-ARR_v2_117,,"Add,Fact/Evidence",127,p,,"111-ARR_v2_89,title",,7,,Conclusion,
160,111-ARR,111-ARR_v2_121,,"Add,Fact/Evidence",128,p,,"111-ARR_v2_89,title",,7,,Conclusion,
161,111-ARR,111-ARR_v2_125,,"Add,Claim;Add,Claim",129;130,p,,"111-ARR_v2_89,title",,7,,Conclusion,
162,111-ARR,111-ARR_v2_136,111-ARR_v1_125,"Modify,Clarity",195,p,p,"111-ARR_v2_89,title","111-ARR_v1_113,title",7,3.,Conclusion,"Style Calibration to λ (CALIB, C-IN):"
163,111-ARR,111-ARR_v2_141,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",131;132;133;134,p,,"111-ARR_v2_89,title",,7,,Conclusion,
164,111-ARR,111-ARR_v2_16,111-ARR_v1_10,"Modify,Grammar;Modify,Clarity;Modify,Clarity",191;192;193,p,p,"111-ARR_v2_4,title","111-ARR_v1_4,title",1,1,Introduction,Introduction
165,111-ARR,111-ARR_v2_17,111-ARR_v1_11,"Modify,Clarity",194,p,p,"111-ARR_v2_4,title","111-ARR_v1_4,title",1,1,Introduction,Introduction
166,111-ARR,111-ARR_v2_2,111-ARR_v1_2,"Modify,Clarity;Modify,Clarity;Modify,Grammar;Modify,Clarity",176;190;198;199,p,p,"111-ARR_v2_1,abstract","111-ARR_v1_1,abstract",,,Abstract,Abstract
167,111-ARR,111-ARR_v2_22,111-ARR_v1_16,"Modify,Clarity",200,p,p,"111-ARR_v2_21,title","111-ARR_v1_15,title",3,3,The Universal Rewriter (UR) model,The Universal Rewriter (UR) model
168,111-ARR,111-ARR_v2_24,111-ARR_v1_19,"Modify,Fact/Evidence",201,p,p,"111-ARR_v2_21,title","111-ARR_v1_15,title",3,3,The Universal Rewriter (UR) model,The Universal Rewriter (UR) model
169,111-ARR,111-ARR_v2_3,111-ARR_v1_3,"Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Fact/Evidence;Modify,Claim",169;171;172;175;202,p,p,"111-ARR_v2_1,abstract","111-ARR_v1_1,abstract",,,Abstract,Abstract
170,111-ARR,111-ARR_v2_31,111-ARR_v1_26,"Modify,Grammar",168,p,p,"111-ARR_v2_30,title","111-ARR_v1_25,title",3.1,3.1,Shortcomings of the Universal Rewriter,Shortcomings of the Universal Rewriter
171,111-ARR,111-ARR_v2_31,111-ARR_v1_27,"Modify,Fact/Evidence",170,p,p,"111-ARR_v2_30,title","111-ARR_v1_25,title",3.1,3.1,Shortcomings of the Universal Rewriter,Shortcomings of the Universal Rewriter
172,111-ARR,111-ARR_v2_42,111-ARR_v1_38,"Modify,Grammar",173,p,p,"111-ARR_v2_39,title","111-ARR_v1_35,title",4.2,4.2,Using Paraphrase Vector Differences for,Using Paraphrase Vector Differences for
173,111-ARR,111-ARR_v2_43,,"Add,Fact/Evidence",152,p,,"111-ARR_v2_39,title",,4.2,,Using Paraphrase Vector Differences for,
174,111-ARR,111-ARR_v2_44,111-ARR_v1_40,"Modify,Grammar",174,p,p,"111-ARR_v2_39,title","111-ARR_v1_35,title",4.2,4.2,Using Paraphrase Vector Differences for,Using Paraphrase Vector Differences for
175,111-ARR,111-ARR_v2_49,,"Add,Fact/Evidence",153,p,,"111-ARR_v2_47,title",,2.,,The vector difference focuses on the precise,
176,111-ARR,111-ARR_v2_52,111-ARR_v1_46,"Modify,Grammar",177,p,p,"111-ARR_v2_51,title","111-ARR_v1_45,title",4.3,4.3,"Indic Models (UR-INDIC, DIFFUR-INDIC)","Indic Models (UR-INDIC, DIFFUR-INDIC)"
177,111-ARR,111-ARR_v2_54,,"Add,Fact/Evidence",155,p,,"111-ARR_v2_53,title",,4.4,,Multitask Learning (DIFFUR-MLT),
178,111-ARR,111-ARR_v2_54,111-ARR_v1_48,"Modify,Grammar;Modify,Fact/Evidence",178;179,p,p,"111-ARR_v2_53,title","111-ARR_v1_47,title",4.4,4.4,Multitask Learning (DIFFUR-MLT),Multitask Learning (DIFFUR-MLT)
179,111-ARR,111-ARR_v2_69,,"Add,Fact/Evidence",156,p,,"111-ARR_v2_66,title",,5.5,,"Aggregated Score (r-AGG, a-AGG)",
180,111-ARR,111-ARR_v2_70,111-ARR_v1_62,"Modify,Grammar",181,p,p,"111-ARR_v2_66,title","111-ARR_v1_59,title",5.5,5.5,"Aggregated Score (r-AGG, a-AGG)","Aggregated Score (r-AGG, a-AGG)"
181,111-ARR,111-ARR_v2_76,111-ARR_v1_68,"Split+Identical;Split+Modify,Fact/Evidence",182;183,p,p,"111-ARR_v2_75,title","111-ARR_v1_67,title",5.7,5.7,Human Evaluation,Human Evaluation
182,111-ARR,111-ARR_v2_77,,"Add,Fact/Evidence",157,p,,"111-ARR_v2_75,title",,5.7,,Human Evaluation,
183,111-ARR,111-ARR_v2_80,111-ARR_v1_75,"Modify,Fact/Evidence",189,p,p,"111-ARR_v2_79,title","111-ARR_v1_69,title",6.1,6,Experimental Setup,Main Experiments
184,111-ARR,111-ARR_v2_83,,"Add,Fact/Evidence",159,p,,"111-ARR_v2_79,title",,6.1,,Experimental Setup,
185,111-ARR,111-ARR_v2_85,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",161;162;163;164;165,p,,"111-ARR_v2_84,title",,6.2,,Main Results,
186,111-ARR,111-ARR_v2_86,,"Add,Other",166,p,,"111-ARR_v2_84,title",,6.2,,Main Results,
187,111-ARR,111-ARR_v2_86,111-ARR_v1_130,"Modify,Clarity;Modify,Fact/Evidence",196;197,p,p,"111-ARR_v2_84,title","111-ARR_v1_113,title",6.2,3.,Main Results,"Style Calibration to λ (CALIB, C-IN):"
188,111-ARR,111-ARR_v2_87,,"Add,Fact/Evidence",167,p,,"111-ARR_v2_84,title",,6.2,,Main Results,
189,111-ARR,111-ARR_v2_88,111-ARR_v1_72,"Split+Identical;Split+Modify,Clarity",184;185,p,p,"111-ARR_v2_84,title","111-ARR_v1_69,title",6.2,6,Main Results,Main Experiments
190,111-ARR,111-ARR_v2_90,111-ARR_v1_73,"Modify,Claim;Modify,Clarity",186;187,p,p,"111-ARR_v2_89,title","111-ARR_v1_69,title",7,6,Conclusion,Main Experiments
191,111-ARR,111-ARR_v2_92,111-ARR_v1_75,"Modify,Fact/Evidence",188,p,p,"111-ARR_v2_89,title","111-ARR_v1_69,title",7,6,Conclusion,Main Experiments
192,114-ARR,,114-ARR_v1_46,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",203;204;205;206,,p,,"114-ARR_v1_32,title",,3,,Trigger Saliency Attribution
193,114-ARR,,114-ARR_v1_54,"Delete,Fact/Evidence",207,,p,,"114-ARR_v1_32,title",,3,,Trigger Saliency Attribution
194,114-ARR,,114-ARR_v1_56,"Delete,Other;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",209;210;211;212;213;214,,p,,"114-ARR_v1_55,title",,5,,Experimental Setups
195,114-ARR,,114-ARR_v1_57,"Delete,Other",215,,p,,"114-ARR_v1_55,title",,5,,Experimental Setups
196,114-ARR,,114-ARR_v1_67,"Delete,Fact/Evidence",216,,p,,"114-ARR_v1_66,title",,6.2,,Results of Saliency Enhanced ED
197,114-ARR,114-ARR_v2_27,114-ARR_v1_27,"Modify,Fact/Evidence",239,p,p,"114-ARR_v2_21,title","114-ARR_v1_20,title",2,2,Background and Related Work,Background and Related Work
198,114-ARR,114-ARR_v2_4,114-ARR_v1_4,"Modify,Clarity;Modify,Clarity",219;220,p,p,"114-ARR_v2_3,title","114-ARR_v1_3,title",1,1,Introduction,Introduction
199,114-ARR,114-ARR_v2_5,114-ARR_v1_5,"Modify,Clarity;Modify,Clarity",223;224,p,p,"114-ARR_v2_3,title","114-ARR_v1_3,title",1,1,Introduction,Introduction
200,114-ARR,114-ARR_v2_52,114-ARR_v1_60,"Modify,Fact/Evidence;Modify,Fact/Evidence",221;222,p,p,"114-ARR_v2_31,title","114-ARR_v1_55,title",3,5,Trigger Saliency Attribution,Experimental Setups
201,114-ARR,114-ARR_v2_6,114-ARR_v1_6,"Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity;Modify,Clarity",225;226;227;228;229,p,p,"114-ARR_v2_3,title","114-ARR_v1_3,title",1,1,Introduction,Introduction
202,114-ARR,114-ARR_v2_67,,"Add,Claim;Add,Fact/Evidence",217;218,p,,"114-ARR_v2_61,title",,7,,Discussion,
203,114-ARR,114-ARR_v2_7,114-ARR_v1_7,"Modify,Clarity;Modify,Clarity;Merge+Identical;Merge+Modify,Clarity;Modify,Clarity",230;231;232;233;234,p,p,"114-ARR_v2_3,title","114-ARR_v1_3,title",1,1,Introduction,Introduction
204,114-ARR,114-ARR_v2_8,114-ARR_v1_8,"Modify,Clarity;Modify,Clarity;Modify,Clarity",235;236;237,p,p,"114-ARR_v2_3,title","114-ARR_v1_3,title",1,1,Introduction,Introduction
205,115-ARR,,115-ARR_v1_14,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",250;251;252;253,,p,,"115-ARR_v1_13,title",,2.1,,Multi-modal Sarcasm Detection
206,115-ARR,,115-ARR_v1_66,"Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence;Delete,Fact/Evidence",241;242;243;244,,p,,"115-ARR_v1_65,title",,4.1,,Dataset
207,115-ARR,115-ARR_v2_14,115-ARR_v1_16,"Modify,Fact/Evidence",265,p,p,"115-ARR_v2_13,title","115-ARR_v1_15,title",2.2,2.2,Graph Neural Networks,Graph Neural Networks
208,115-ARR,115-ARR_v2_17,115-ARR_v1_19,"Modify,Fact/Evidence",266,p,p,"115-ARR_v2_15,title","115-ARR_v1_17,title",3,3,Methodology,Methodology
209,115-ARR,115-ARR_v2_2,115-ARR_v1_2,"Modify,Claim",262,p,p,"115-ARR_v2_1,abstract","115-ARR_v1_1,abstract",,,Abstract,Abstract
210,115-ARR,115-ARR_v2_5,115-ARR_v1_5,"Modify,Grammar",257,p,p,"115-ARR_v2_3,title","115-ARR_v1_3,title",1,1,Introduction,Introduction
211,115-ARR,115-ARR_v2_6,115-ARR_v1_6,"Modify,Fact/Evidence;Modify,Clarity",261;263,p,p,"115-ARR_v2_3,title","115-ARR_v1_3,title",1,1,Introduction,Introduction
212,115-ARR,115-ARR_v2_68,115-ARR_v1_71,"Modify,Grammar",254,p,p,"115-ARR_v2_66,title","115-ARR_v1_69,title",4.3,4.3,Comparison Models,Comparison Models
213,115-ARR,115-ARR_v2_69,115-ARR_v1_72,"Modify,Grammar;Modify,Fact/Evidence",255;256,p,p,"115-ARR_v2_66,title","115-ARR_v1_69,title",4.3,4.3,Comparison Models,Comparison Models
214,115-ARR,115-ARR_v2_7,115-ARR_v1_7,"Modify,Fact/Evidence",264,p,p,"115-ARR_v2_3,title","115-ARR_v1_3,title",1,1,Introduction,Introduction
215,115-ARR,115-ARR_v2_75,,"Add,Fact/Evidence",245,p,,"115-ARR_v2_74,title",,5.1,,Main Results,
216,115-ARR,115-ARR_v2_87,115-ARR_v1_91,"Modify,Fact/Evidence;Modify,Clarity",259;260,p,p,"115-ARR_v2_86,title","115-ARR_v1_90,title",6,6,Conclusion and Future Work,Conclusion
217,115-ARR,115-ARR_v2_88,,"Add,Fact/Evidence;Add,Claim;Add,Claim;Add,Claim",246;247;248;249,p,,"115-ARR_v2_86,title",,6,,Conclusion and Future Work,
218,118-ARR,,118-ARR_v1_75,"Delete,Fact/Evidence;Delete,Fact/Evidence",267;268,,p,,"118-ARR_v1_70,title",,5.1,,Datasets and Metrics
219,118-ARR,,118-ARR_v1_76,"Delete,Fact/Evidence;Delete,Fact/Evidence",269;270,,p,,"118-ARR_v1_70,title",,5.1,,Datasets and Metrics
220,118-ARR,,118-ARR_v1_77,"Delete,Fact/Evidence;Delete,Fact/Evidence",271;272,,p,,"118-ARR_v1_70,title",,5.1,,Datasets and Metrics
221,118-ARR,118-ARR_v2_10,118-ARR_v1_11,"Modify,Grammar",305,p,p,"118-ARR_v2_3,title","118-ARR_v1_3,title",1,1,Introduction,Introduction
222,118-ARR,118-ARR_v2_101,118-ARR_v1_102,"Modify,Grammar",301,p,p,"118-ARR_v2_100,title","118-ARR_v1_101,title",7,7,Conclusion,Conclusion
223,118-ARR,118-ARR_v2_13,118-ARR_v1_14,"Modify,Clarity",306,p,p,"118-ARR_v2_12,title","118-ARR_v1_13,title",2,2,Background,Background
224,118-ARR,118-ARR_v2_14,118-ARR_v1_15,"Modify,Clarity",307,p,p,"118-ARR_v2_12,title","118-ARR_v1_13,title",2,2,Background,Background
225,118-ARR,118-ARR_v2_16,118-ARR_v1_17,"Modify,Grammar",309,p,p,"118-ARR_v2_12,title","118-ARR_v1_13,title",2,2,Background,Background
226,118-ARR,118-ARR_v2_18,118-ARR_v1_19,"Modify,Grammar",310,p,p,"118-ARR_v2_12,title","118-ARR_v1_13,title",2,2,Background,Background
227,118-ARR,118-ARR_v2_19,118-ARR_v1_20,"Modify,Fact/Evidence",311,p,p,"118-ARR_v2_12,title","118-ARR_v1_13,title",2,2,Background,Background
228,118-ARR,118-ARR_v2_2,118-ARR_v1_2,"Modify,Grammar",308,p,p,"118-ARR_v2_1,abstract","118-ARR_v1_1,abstract",,,Abstract,Abstract
229,118-ARR,118-ARR_v2_21,118-ARR_v1_23,"Modify,Grammar",312,p,p,"118-ARR_v2_20,title","118-ARR_v1_21,title",3,3,Model Architecture,Model Architecture
230,118-ARR,118-ARR_v2_4,118-ARR_v1_4,"Modify,Grammar",279,p,p,"118-ARR_v2_3,title","118-ARR_v1_3,title",1,1,Introduction,Introduction
231,118-ARR,118-ARR_v2_48,118-ARR_v1_47,"Modify,Grammar",280,p,p,"118-ARR_v2_47,title","118-ARR_v1_46,title",4,4,MI-based objectives,MI-based objectives
232,118-ARR,118-ARR_v2_64,,"Add,Fact/Evidence",274,p,,"118-ARR_v2_47,title",,4,,MI-based objectives,
233,118-ARR,118-ARR_v2_7,118-ARR_v1_7,"Modify,Grammar;Modify,Fact/Evidence",302;303,p,p,"118-ARR_v2_3,title","118-ARR_v1_3,title",1,1,Introduction,Introduction
234,118-ARR,118-ARR_v2_72,118-ARR_v1_69,"Modify,Grammar",281,p,p,"118-ARR_v2_71,title","118-ARR_v1_68,title",5,5,Experiment,Experiment
235,118-ARR,118-ARR_v2_77,118-ARR_v1_78,"Modify,Clarity",282,p,p,"118-ARR_v2_73,title","118-ARR_v1_70,title",5.1,5.1,Datasets and Metrics,Datasets and Metrics
236,118-ARR,118-ARR_v2_8,,"Add,Fact/Evidence",273,p,,"118-ARR_v2_3,title",,1,,Introduction,
237,118-ARR,118-ARR_v2_8,118-ARR_v1_9,"Modify,Grammar",304,p,p,"118-ARR_v2_3,title","118-ARR_v1_3,title",1,1,Introduction,Introduction
238,118-ARR,118-ARR_v2_80,118-ARR_v1_81,"Modify,Grammar",283,p,p,"118-ARR_v2_78,title","118-ARR_v1_79,title",5.2,5.2,Baseline methods,Baseline methods
239,118-ARR,118-ARR_v2_82,118-ARR_v1_83,"Modify,Grammar;Modify,Grammar;Modify,Clarity;Modify,Grammar",284;285;286;287,p,p,"118-ARR_v2_81,title","118-ARR_v1_82,title",5.3,5.3,Implementation Details,Implementation Details
240,118-ARR,118-ARR_v2_84,118-ARR_v1_85,"Modify,Clarity",288,p,p,"118-ARR_v2_83,title","118-ARR_v1_84,title",5.4,5.4,Main Results,Main Results
241,118-ARR,118-ARR_v2_85,,"Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence;Add,Fact/Evidence",275;276;277;278,p,,"118-ARR_v2_83,title",,5.4,,Main Results,
242,118-ARR,118-ARR_v2_85,118-ARR_v1_86,"Modify,Other",289,p,p,"118-ARR_v2_83,title","118-ARR_v1_84,title",5.4,5.4,Main Results,Main Results
243,118-ARR,118-ARR_v2_90,118-ARR_v1_91,"Modify,Grammar;Modify,Clarity",290;291,p,p,"118-ARR_v2_89,title","118-ARR_v1_90,title",5.6,5.6,Sensitivity Analysis of β and γ,Sensitivity Analysis of β and γ
244,118-ARR,118-ARR_v2_92,118-ARR_v1_93,"Modify,Grammar;Modify,Grammar",292;293,p,p,"118-ARR_v2_91,title","118-ARR_v1_92,title",5.7,5.7,Interpretable Analysis,Interpretable Analysis
245,118-ARR,118-ARR_v2_95,118-ARR_v1_96,"Modify,Grammar;Modify,Clarity;Modify,Grammar",294;295;296,p,p,"118-ARR_v2_94,title","118-ARR_v1_95,title",6.1,6.1,External Knowledge,External Knowledge
246,118-ARR,118-ARR_v2_99,118-ARR_v1_100,"Modify,Grammar;Modify,Grammar;Modify,Grammar;Modify,Grammar",297;298;299;300,p,p,"118-ARR_v2_98,title","118-ARR_v1_99,title",6.3,6.3,Contextualized Embedding,Contextualized Embedding
247,120-ARR,,120-ARR_v1_11,"Delete,Fact/Evidence",314,,p,,"120-ARR_v1_10,title",,2,,Dataset-Model Arms Race
248,120-ARR,,120-ARR_v1_62,"Delete,Fact/Evidence",313,,p,,"120-ARR_v1_57,title",,4.2,,Interaction and Abstention to Cope with Underspecified Contexts
249,120-ARR,120-ARR_v2_13,120-ARR_v1_14,"Modify,Fact/Evidence",352,p,p,"120-ARR_v2_10,title","120-ARR_v1_10,title",2,2,Dataset-Model Arms Race,Dataset-Model Arms Race
250,120-ARR,120-ARR_v2_14,120-ARR_v1_15,"Modify,Clarity;Modify,Fact/Evidence",353;354,p,p,"120-ARR_v2_10,title","120-ARR_v1_10,title",2,2,Dataset-Model Arms Race,Dataset-Model Arms Race
251,120-ARR,120-ARR_v2_15,120-ARR_v1_16,"Modify,Fact/Evidence",355,p,p,"120-ARR_v2_10,title","120-ARR_v1_10,title",2,2,Dataset-Model Arms Race,Dataset-Model Arms Race
252,120-ARR,120-ARR_v2_17,120-ARR_v1_18,"Modify,Fact/Evidence",356,p,p,"120-ARR_v2_10,title","120-ARR_v1_10,title",2,2,Dataset-Model Arms Race,Dataset-Model Arms Race
253,120-ARR,120-ARR_v2_2,120-ARR_v1_2,"Modify,Grammar",332,p,p,"120-ARR_v2_1,abstract","120-ARR_v1_1,abstract",,,Abstract,Abstract
254,120-ARR,120-ARR_v2_27,,"Add,Claim",315,p,,"120-ARR_v2_26,title",,3.1,,What are Spurious Correlations?,
255,120-ARR,120-ARR_v2_28,,"Add,Claim;Add,Claim",316;317,p,,"120-ARR_v2_26,title",,3.1,,What are Spurious Correlations?,
256,120-ARR,120-ARR_v2_28,120-ARR_v1_28,"Modify,Fact/Evidence",328,p,p,"120-ARR_v2_26,title","120-ARR_v1_26,title",3.1,3.1,What are Spurious Correlations?,What are Spurious Correlations?
257,120-ARR,120-ARR_v2_32,120-ARR_v1_32,"Modify,Grammar",329,p,p,"120-ARR_v2_30,title","120-ARR_v1_30,title",3.2,3.2,Balancing too Little Leaves some Spurious Features,Balancing too Little Leaves some Spurious Features
258,120-ARR,120-ARR_v2_35,120-ARR_v1_33,"Modify,Grammar",330,p,p,"120-ARR_v2_30,title","120-ARR_v1_30,title",3.2,3.2,Balancing too Little Leaves some Spurious Features,Balancing too Little Leaves some Spurious Features
259,120-ARR,120-ARR_v2_43,120-ARR_v1_42,"Modify,Grammar",331,p,p,"120-ARR_v2_40,title","120-ARR_v1_37,title",3.3,3.3,Too much Balancing Prevents Learning Valuable Semantic Knowledge,Too much Balancing Prevents Learning Valuable Semantic Knowledge
260,120-ARR,120-ARR_v2_46,120-ARR_v1_44,"Modify,Fact/Evidence;Modify,Clarity",333;334,p,p,"120-ARR_v2_44,title","120-ARR_v1_43,title",3.4,3.4,Dataset Balancing is Undesired,Dataset Balancing is Undesired
261,120-ARR,120-ARR_v2_51,,"Add,Claim",318,p,,"120-ARR_v2_44,title",,3.4,,Dataset Balancing is Undesired,
262,120-ARR,120-ARR_v2_52,,"Add,Claim;Add,Claim;Add,Claim;Add,Claim",319;320;321;322,p,,"120-ARR_v2_44,title",,3.4,,Dataset Balancing is Undesired,
263,120-ARR,120-ARR_v2_6,120-ARR_v1_6,"Modify,Fact/Evidence",335,p,p,"120-ARR_v2_3,title","120-ARR_v1_3,title",1,1,Introduction,Introduction
264,120-ARR,120-ARR_v2_62,,"Add,Fact/Evidence;Add,Fact/Evidence",323;324,p,,"120-ARR_v2_60,title",,4.2,,Interaction and Abstention to Cope with Underspecified Contexts,
265,120-ARR,120-ARR_v2_63,,"Add,Fact/Evidence",325,p,,"120-ARR_v2_60,title",,4.2,,Interaction and Abstention to Cope with Underspecified Contexts,
266,120-ARR,120-ARR_v2_63,120-ARR_v1_62,"Modify,Clarity",337,p,p,"120-ARR_v2_60,title","120-ARR_v1_57,title",4.2,4.2,Interaction and Abstention to Cope with Underspecified Contexts,Interaction and Abstention to Cope with Underspecified Contexts
267,120-ARR,120-ARR_v2_65,120-ARR_v1_61,"Modify,Fact/Evidence",336,p,p,"120-ARR_v2_60,title","120-ARR_v1_57,title",4.2,4.2,Interaction and Abstention to Cope with Underspecified Contexts,Interaction and Abstention to Cope with Underspecified Contexts
268,120-ARR,120-ARR_v2_68,120-ARR_v1_64,"Modify,Clarity;Modify,Claim",338;339,p,p,"120-ARR_v2_67,title","120-ARR_v1_63,title",4.3,4.3,The End of Large-Scale Fine-Tuning?,The End of Large-Scale Fine-Tuning?
269,120-ARR,120-ARR_v2_69,120-ARR_v1_65,"Modify,Fact/Evidence;Modify,Fact/Evidence",340;341,p,p,"120-ARR_v2_67,title","120-ARR_v1_63,title",4.3,4.3,The End of Large-Scale Fine-Tuning?,The End of Large-Scale Fine-Tuning?
270,120-ARR,120-ARR_v2_71,120-ARR_v1_67,"Modify,Claim;Modify,Clarity;Modify,Grammar",342;343;344,p,p,"120-ARR_v2_67,title","120-ARR_v1_63,title",4.3,4.3,The End of Large-Scale Fine-Tuning?,The End of Large-Scale Fine-Tuning?
271,120-ARR,120-ARR_v2_72,120-ARR_v1_68,"Modify,Clarity",345,p,p,"120-ARR_v2_67,title","120-ARR_v1_63,title",4.3,4.3,The End of Large-Scale Fine-Tuning?,The End of Large-Scale Fine-Tuning?
272,120-ARR,120-ARR_v2_77,120-ARR_v1_73,"Modify,Grammar",346,p,p,"120-ARR_v2_76,title","120-ARR_v1_72,title",5,5,Related Work,Related Work
273,120-ARR,120-ARR_v2_78,120-ARR_v1_74,"Modify,Clarity;Modify,Grammar",347;348,p,p,"120-ARR_v2_76,title","120-ARR_v1_72,title",5,5,Related Work,Related Work
274,120-ARR,120-ARR_v2_79,,"Add,Fact/Evidence;Add,Fact/Evidence",326;327,p,,"120-ARR_v2_76,title",,5,,Related Work,
275,120-ARR,120-ARR_v2_9,120-ARR_v1_9,"Split+Identical;Split+Modify,Claim;Modify,Clarity",349;350;351,p,p,"120-ARR_v2_3,title","120-ARR_v1_3,title",1,1,Introduction,Introduction
276,124-ARR,,124-ARR_v1_29,"Delete,Fact/Evidence",357,,p,,"124-ARR_v1_25,title",,3.2,,Explored Methods
277,124-ARR,,124-ARR_v1_31,"Delete,Fact/Evidence",358,,p,,"124-ARR_v1_25,title",,3.2,,Explored Methods
278,124-ARR,,124-ARR_v1_71,"Delete,Fact/Evidence",359,,p,,"124-ARR_v1_59,title",,6,,Conclusions
