,before,after,label
106,"A simple way to evaluate the fidelity of the observed signal [MATH] is through the signal-to-noise ratio ( SNR ) , which we define on the sphere by [EQUATION] where the signal energy is defined by [EQUATION]","A simple way to evaluate the fidelity of the observed signal [MATH] is through the signal-to-noise ratio ( SNR ) , define on the sphere by [EQUATION] where the signal energy is defined by [EQUATION]",Lang-improve-readability-Simplify
107,"The non-linear term due to long-range hydrodynamic interactions among cells in addition with self-generated force , produce super-diffusive motion for amoeboid cell phenotype .","The non-linear term due to long-range hydrodynamic interactions among cells besides self-generated force , produce super-diffusive motion for amoeboid cell phenotype .",Lang-professional-Improve-style
108,"If [MATH] depends on [MATH] linearly , the formula ( [REF] ) can be presented in especially simple form : [EQUATION]","If [MATH] depends on [MATH] linearly , the formula ( [REF] ) can be presented in a especially simple form : [EQUATION]",Improve-grammar-Typo
109,"If [MATH] depends on [MATH] linearly , the formula ( [REF] ) can be presented in especially simple form : [EQUATION]","If [MATH] depends on [MATH] linearly , formula ( [REF] ) can be presented in especially simple form : [EQUATION]",Improve-grammar-Typo
110,"If [MATH] depends on [MATH] linearly , the formula ( [REF] ) can be presented in especially simple form : [EQUATION]","If [MATH] depends on [MATH] linearly , the formula ( [REF] ) can be presented in particularly simple form : [EQUATION]",Lang-professional-Improve-style
111,Recent developments on estimation of derivatives are contained in the works of [CITATION] and in [CITATION] .,Recent developments on estimation of derivatives are contained in [CITATION] and in [CITATION] .,Lang-improve-readability-Simplify
112,"Rewriting it according to Fox-Wright function , we achieve Theorem [REF] ."," Writing it according to Fox-Wright function , we achieve Theorem [REF] .",Lang-accurate-spefific
113,We therefore consider the more specific question of how the methods are likely to perform for given warm SSTs .,We therefore also consider the more specific question of how the methods are likely to perform for given warm SSTs .,Lang-professional-Improve-style
114,"Recently , Ryu and Stroud [CITATION] have proposed that for large [MATH] , [MATH] and [MATH] merge into a single transition whereas for small [MATH] they are well separated ."," More Recently , Ryu and Stroud [CITATION] have proposed that for large [MATH] , [MATH] and [MATH] merge into a single transition whereas for small [MATH] they are well separated .",Lang-professional-Improve-style
115,"Recently , Ryu and Stroud [CITATION] have proposed that for large [MATH] , [MATH] and [MATH] merge into a single transition whereas for small [MATH] they are well separated .","Recently , it [CITATION] have proposed that for large [MATH] , [MATH] and [MATH] merge into a single transition whereas for small [MATH] they are well separated .",Improve-grammar-Typo
116,"Recently , Ryu and Stroud [CITATION] have proposed that for large [MATH] , [MATH] and [MATH] merge into a single transition whereas for small [MATH] they are well separated .","Recently , Ryu and Stroud [CITATION] has been proposed that for large [MATH] , [MATH] and [MATH] merge into a single transition whereas for small [MATH] they are well separated .",Improve-grammar-Typo
117,"While this approach generates a significant simplification to a system highly complex to model , it may be argued that such a spontaneous emergence of coordination is somewhat unlikely .","While this approach generates a significant simplification to a system highly complex , it may be argued that such a spontaneous emergence of coordination is somewhat unlikely .",Improve-grammar-Typo
118,"When a REG is applied to a technology category , no new units are built but existing ones are left to operate until the end of their lifetime .","When a regulation is applied to a technology category , no new units are built but existing ones are left to operate until the end of their lifetime .",Lang-improve-readability-Simplify
119,"It would be useful to go beyond classical description to discuss for example cold , non-excited clusters .","It would be useful to go beyond present classical description to discuss for example cold , non-excited clusters .",Lang-accurate-spefific
120,First of all one should notice the property of normability .,First of all one should note the property of normability .,Lang-professional-Improve-style
121,First of all one should notice the property of normability .,First of all one should notice the property of normality .,Improve-grammar-Typo
122,"The goals of this work are in formulating the WWM relativistic formalism for scalar charged particles under the approach of [CITATION] and finding a set of specific peculiarities in relativistic quantum system behavior , that are related to the non-trivial structure of the position operator .","The goals of this paper are in formulating the WWM relativistic formalism for scalar charged particles under the approach of [CITATION] and finding a set of specific peculiarities in relativistic quantum system behavior , that are related to the non-trivial structure of the position operator .",Lang-professional-Improve-style
