,doc_name,node_ix_src,text_src,label
171,2-180,2-180_v1_report1747_13@0,"- Methods, Page 3, Col 1, Par 2, Lines 7-8. Navigation of the TMS coil of course could have been improved given the high-focality of the device used by the authors and the fact that any small head movements in a small rodent brain could easily lead to a completely different area of stimulation. It is true that prior studies in awake felines by our own group (see Valero-Cabré et al . 2006, Exp Brain , Valero-Cabre A et al. 2008, Eur J Neurosci. ) have used a similar manual procedure, but it is also the case that the coils and brains in those studies were larger and precise location on a specific region of the posterior parietal cortex was guided day to day by stereotaxic based measures and references. In many instances, we additionally benefited from parietal bone transparency during surgery, and identified in each animal the sulci/gyral pattern and labelled the exact area of interest (see Valero-Cabré et al . 2005 Exp Brain Res, Valero-Cabré et al .2007 Exp Brain Res ). Furthermore, in groups that were to be followed longitudinally, we placed a dental acrylic plug, that could be palpated through the skin of the scalp (see Afifi et al. 2012 Eur J Neurosci ) which was then used as consistent localization marker. The correct positioning of those plugs with regards to the stimulated areas was often verified pre-treatment by anatomical MRI methods and also in post-mortem brain dissections at the end of the follow up. In the current study, given the elongated shape of the hippocampus in rodents, which part of the rodent cortex or which stereotaxic level was aimed at during the stimulation? Also, in contrast with the quoted feline study, the authors indicate here that the coil was not in direct contact with the scalp. As air is a strong isolator, could that have attenuated the strength of such a low intensity field even further? Were Hall probe field measures in the hippocampus performed with the stimulating cell also separated from the scalp?",Explicit edit suggestion
172,2-180,2-180_v1_report1747_14@0,"- Discussion, Page 5, Col 1, Par 1, Lines 4-6. The statement “ The absence of observed behavioral and structural change is consistent with previously reported rTMS specificity for abnormal systems ” needs to be expanded upon as the Ephrin-A2-/- mice have indeed abnormal systems. Maybe a short comment on how to reconcile the current findings with those reported in Rodger et al. 2012, FASEB J , would be important as in that study by the same authors similar stimulation patterns were able to correct cortico-collicular connectivity only in Ephrin-A2-/- and not in Wild type mice, supporting the above-mentioned statement.",Explicit edit suggestion
173,2-180,2-180_v1_report1747_15@0,"- Discussion, Page 5, Col 1, Par 1, Lines 6-8 . I would strongly advise the authors to alter the contents of the sentence “ Furthermore, the lack of adverse effects in our long term study contributes evidence that rTMS is safe to use in healthy control participants ”. Could they rephrase to something like “Furthermore, the lack of adverse effects in our long term study suggests that up to 5 weeks of daily sessions (35 session) of low field pulsed magnetic stimulation at the parameters used in this study appears safe to use in healthy participants”. This is important as the intensity levels employed are very different of those employed in human rTMS, which are much higher, and this information could have some public health implications for future use of rTMS in humans.",Explicit edit suggestion
174,2-180,2-180_v1_report1747_16@0,"- Discussion, Page 5, Col 2, Par 1, Lines 19-21 . Please check the accuracy of the sentence “ To our knowledge, there have been no studies assessing cognitive effects of long-term rTMS in patients and healthy controls, which presents a large gap in knowledge ”",Explicit edit suggestion
175,2-180,2-180_v1_report1747_17@0,"- Discussion, Page 5, Col 2, Par 1, Lines 21-22 . As indicated above (comment 10), would the authors agree to rewrite the sentence “ Although more research is needed, our results support that rTMS is safe to use in healthy control participants… ” and revise the second part of it “ … invaluable in assessment of rTMS effects clinically ” which to this reviewer is confusing?",Explicit edit suggestion
176,2-180,2-180_v1_report1747_18@0,"- Discussion, Page 5, Col 2, Par 2, Lines 5-8. This sentence can be a bit surprising to readers, why did the authors chose a knock out for Ephrine A2 in a study that aimed to analyze spine density in the hippocampus if as they affirm in this paragraph, this molecule is not involved in spine dynamics? Maybe the rational for that choice needs to be explained more carefully.",Explicit edit suggestion
177,2-180,2-180_v1_report1747_3@0,The only limitation of the current manuscript is related to the difficulties in interpreting null outcomes; in this case a triple negative result.,Weakness
178,2-180,2-180_v1_report1747_5@3,"Nonetheless, in the absence of any positive sign of a stimulatory impact, this possibility cannot be ruled out and should probably be briefly discussed.",Implicit edit suggestion
179,2-180,2-180_v1_report1747_7@0,"- Introduction, Page 1, Col 1, Par 1, Line 6. Could the authors re-evaluate the adequacy of the term “metaplasticity” with regards to TMS-induced LTP effects, as to this reviewer, the main effect of high frequency stimulation are LTP or LTP-like effects. Metaplasticity is a consequence of forcing homeostatic plasticity beyond a particular boundary, which may result in paradoxical modulatory effects.",Explicit edit suggestion
180,2-180,2-180_v1_report1747_8@0,"- Introduction, Page 1, Col 1, Par 2, Lines 7-9 . With regards to this issue, in this particular study were the authors hypothesizing a direct impact of low field pulsed magnetic stimulation on specific cortical locations translated through connectivity into a declarative and spatial memory region such as the hippocampus, or a cortical effect of stimulation leading to subsequent changes in behavior that could leave a distinctive memory trace in the hippocampus?",Explicit edit suggestion
181,2-180,2-180_v1_report1747_9@0,"- Introduction, Page 1, Col 1, Par 3 . The paper by May et al. 2007, Cereb. Cortex, in which the effect of 5 straight days of rTMS on humans assessed with MRI methods and regional size increases (hypothetically attributed to increases in spine density) could be relevant for this introduction.",Explicit edit suggestion
182,2-180,2-180_v1_report2135_2@0,"The title and abstract should ideally reflect the findings of the study more precisely, for example:",Explicit edit suggestion
183,2-180,2-180_v1_report2135_4@1,"Furthermore, the abstract should mention that they were adult mice and the background strain used was C57Bl/6J, as it is possible that different aged mice and/or a different genetic strain of mice might respond differently to the same rTMS protocol.",Explicit edit suggestion
184,2-180,2-180_v1_report2135_5@3,"The authors report no significant gene effects, and it is therefore not a major confound in this case, however if randomised littermates were not used (as the methods imply) this should be noted.",Implicit edit suggestion
185,2-180,2-180_v1_report2135_6@1,"However, it might be worth noting that an extensive battery of behavioural tests (for example including sensory, cognitive, affective and motor protocols) on wild-type mice would be worth pursuing to assess whether this rTMS protocol (or others with different spatial and temporal specificities) has any effects on brain function analogous to human studies.",Implicit edit suggestion
186,2-238,2-238_v1_report4016_10@0,- For the enzymatic assay it would be good to state the volume of the assay so that final concentrations can be worked out.,Implicit edit suggestion
187,2-238,2-238_v1_report4016_11@0,- Figure and table legends should include the number of replicates carried out to generate the data.,Implicit edit suggestion
188,2-238,2-238_v1_report4016_3@0,"- It is difficult to make any conclusions from the quantitative data presented in the figures as there are no error bars and the number of replicates is not stated. In addition, it is unclear what the data in Figures 1B and 5 has been expressed relative to (i.e. fold change relative to...?) Statistical analyses should also be carried out to determine whether any differences are statistically significant ones.",Weakness
189,2-238,2-238_v1_report4016_3@1,"- The authors should also revisit the data presented in Figure 2 and Table 2. The data does not correlate, as the authors suggest that the IC 50 values are in micromolar amounts, yet the data in the figure would suggest millimolar levels - units should be checked.",Implicit edit suggestion
190,2-238,2-238_v1_report4016_4@0,"- The title for Figure 4 should be modified, since this figure contains only data for beta-tubulin.",Explicit edit suggestion
191,2-238,2-238_v1_report4016_5@0,- In the main text the authors need to be much clearer regarding the rationale for looking at tubulin as a substrate. The authors may also wish to consider the possibility that the substrate specificity and/or activity may have been affected by the N-terminal tag and how this could be investigated.,Implicit edit suggestion
192,2-238,2-238_v1_report4016_6@0,"- The discussion section should be revisited to remove the reiteration of the introduction and results. Instead, use this part of the paper to discuss the findings in relation to other published work.",Explicit edit suggestion
193,2-238,2-238_v1_report4016_8@0,- Candida albicans is capable of causing superficial (oral and vaginal thrush) infections in immune normal hosts (abstract and introduction).,Weakness
194,2-238,2-238_v1_report4016_9@0,"- Gene names, e.g. CDR1 and ERG11 , should be in italics.",Implicit edit suggestion
195,2-238,2-238_v1_report4017_2@1,"This finding seems to undermine their intent, because anti-tubulin deacetylase activity or anti-human HDAC6 activity demonstrated in vitro could be an artifact of the recombinant protein.",Weakness
196,2-238,2-238_v1_report4017_3@3,"The authors’ data show that their recombinant version lacks this activity, but does exhibit inhibition by classical inhibitors of histone deacetylases.",Weakness
197,2-238,2-238_v1_report4017_5@0,"- Firstly, Figure 1 and Figure 5 do not have error bars to indicate reproducibility of the data. Also, a statistical analysis of data sets would be useful to indicate the significance of the results.",Implicit edit suggestion
