doc_name,node_ix_src,text_src,edits,edits_count
1-23,1-23_edit_summary_2@1,"Three sentences were merged together, with the claim change that the studies should be taken into consideration even if they are imprecise and unreliable, as well as a few clarity changes.",1-23_v2_19@8===1-23_v1_19@5;1-23_v2_19@8===1-23_v1_19@6;1-23_v2_19@8===1-23_v1_19@7,3
1-23,1-23_edit_summary_2@2,"Third-party and author's facts about data collection were removed, and a lot of claims regarding the low reliability of data in the studied context were also removed.",nan===1-23_v1_19@10;nan===1-23_v1_19@12;nan===1-23_v1_19@13;nan===1-23_v1_19@14;nan===1-23_v1_19@15;nan===1-23_v1_19@8;nan===1-23_v1_19@9,7
1-23,1-23_edit_summary_3@0,"In the Religious and cultural views section, claims about gender bias were excluded.",nan===1-23_v1_22@0;nan===1-23_v1_22@1,2
1-23,1-23_edit_summary_3@1,"Finally, the Final remarks section title was changed to Conclusions.",1-23_v2_23@0===1-23_v1_24@0,1
7-1306,7-1306_edit_summary_1@0,The second sentence of the first paragraph in the Methods section which is a fact about what “each row of the matrix should represent” is deleted and instead another fact sentence is added with more elaboration.,7-1306_v2_9@1===nan;nan===7-1306_v1_9@1,2
7-1306,7-1306_edit_summary_1@1,The next sentence is a fact modified regarding tools like HTSeq and Kallisto.,7-1306_v2_9@2===7-1306_v1_9@2,1
7-1306,7-1306_edit_summary_1@2,The fourth and fifth sentences are two added facts about the size and the format of the files that the notebook supports.,7-1306_v2_9@3===nan;7-1306_v2_9@4===nan,2
7-1306,7-1306_edit_summary_1@3,The third sentence of the second paragraph regarding “A high percentage of mitochondrial genes “is splitted into two sentences for more clarity. And a fact sentence explaining what the users should do to” use the mitochondrial gene filter” is added to the end of the second paragraph.,7-1306_v2_10@2===7-1306_v1_10@2;7-1306_v2_10@3===7-1306_v1_10@2;7-1306_v2_10@5===nan,3
7-1306,7-1306_edit_summary_2@0,The Preprocess Counts part contains a fact modification instructing the users on how to “remove sources of technical variation” in its seventh sentence.,7-1306_v2_14@7===7-1306_v1_14@7,1
7-1306,7-1306_edit_summary_2@1,This follows by an addition of a fact sentence about the correctness of using regression on covariates along with a citation.,7-1306_v2_14@8===nan,1
7-1306,7-1306_edit_summary_2@2,The tenth sentence is a fact modified by replacing the “standard deviation” with “percent variance”. And a claim about the author’s noting that the notebook can be modified is added as the last sentence of this part.,7-1306_v2_14@11===7-1306_v1_14@10;7-1306_v2_14@12===nan,2
7-1306,7-1306_edit_summary_3@0,"Next, in the seventh sentence of the Visualize cluster markers section, there is a minor clarity change.",7-1306_v2_22@6===7-1306_v1_22@6,1
7-1306,7-1306_edit_summary_3@1,"The last sentence which, is a fact about what “percent expression metric” shows, is deleted.",nan===7-1306_v1_22@7,1
7-1306,7-1306_edit_summary_4@0,"In the second sentence of the Export analysis data part, there is a modification by clarifying that “the data can be exported as a set of CSV”.",7-1306_v2_26@1===7-1306_v1_28@1,1
7-1306,7-1306_edit_summary_4@1,This follows by another clarity change in the fourth sentence on how the data can be exported and re-imported.,7-1306_v2_26@3===7-1306_v1_28@3,1
7-1306,7-1306_edit_summary_5@0,"Also, the Operations section has a clarity modification in its second sentence about how to run the notebook.",7-1306_v2_28@0===7-1306_v1_30@0,1
7-1306,7-1306_edit_summary_6@0,"Further, there is a minor clarity change for meaning amplification in the third sentence of the Conclusion part.",7-1306_v2_36@4===7-1306_v1_35@2,1
7-1306,7-1306_edit_summary_6@1,"Between the second sentence and this sentence, there are two claim sentences added; on what the future notebook releases mentioning two citations and also about author´s encouraging advanced users to “add new approaches or features” to the notebook and publish them “in the GenePattern Notebook repository”.",7-1306_v2_36@2===nan;7-1306_v2_36@3===nan,2
7-1306,7-1306_edit_summary_6@2,"Finally, a whole new paragraph is added to the beginning of the Conclusion part containing an addition of a claim about author’s encouraging users “to perform analyses on their own data using the notebook”, following the addition of four fact sentences respectively on; author’s mentioning a URL where all the required libraries can be found, another fact along with citations regarding the analysis described as well as declaring that the resources are freely available, the third fact is about how to analyze larger datasets along with a citation and the last one is mentioning two URLs where the GenePattern Notebook server is available.",7-1306_v2_35@0===nan;7-1306_v2_35@1===nan;7-1306_v2_35@2===nan;7-1306_v2_35@3===nan;7-1306_v2_35@4===nan,5
114-ARR,114-ARR_edit_summary_1@0,The introduction has several clarity changes.,114-ARR_v2_4@0===114-ARR_v1_4@0;114-ARR_v2_4@2===114-ARR_v1_4@2;114-ARR_v2_5@0===114-ARR_v1_5@0;114-ARR_v2_5@2===114-ARR_v1_5@2;114-ARR_v2_6@0===114-ARR_v1_6@0;114-ARR_v2_6@1===114-ARR_v1_6@1;114-ARR_v2_6@2===114-ARR_v1_6@2;114-ARR_v2_6@3===114-ARR_v1_6@3;114-ARR_v2_6@4===114-ARR_v1_6@4;114-ARR_v2_7@0===114-ARR_v1_7@0;114-ARR_v2_7@1===114-ARR_v1_7@1;114-ARR_v2_7@3===114-ARR_v1_7@4;114-ARR_v2_8@0===114-ARR_v1_8@0;114-ARR_v2_8@1===114-ARR_v1_8@1;114-ARR_v2_8@3===114-ARR_v1_8@3,15
114-ARR,114-ARR_edit_summary_1@1,"Two sentences were merged, and one of them was modified for clarity.",114-ARR_v2_7@2===114-ARR_v1_7@2;114-ARR_v2_7@2===114-ARR_v1_7@3,2
114-ARR,114-ARR_edit_summary_1@2,"At the end of this section, a claim about future research was slightly modified.",114-ARR_v2_20@0===114-ARR_v1_19@0,1
114-ARR,114-ARR_edit_summary_2@0,"In Background and Related Work, a citation was added.",114-ARR_v2_27@0===114-ARR_v1_27@0,1
114-ARR,114-ARR_edit_summary_2@1,"In Trigger Saliency Attribution, many author's facts regarding word saliency embeddings and how this mechanism works were removed.",nan===114-ARR_v1_46@2;nan===114-ARR_v1_46@3;nan===114-ARR_v1_46@4;nan===114-ARR_v1_46@5,4
114-ARR,114-ARR_edit_summary_2@2,Another fact about the optimizer and hyperparameters was also removed.,nan===114-ARR_v1_54@1,1
114-ARR,114-ARR_edit_summary_2@3,Two sentences were moved from Experimental Setups to this section and had references added.,114-ARR_v2_52@3===114-ARR_v1_60@3;114-ARR_v2_52@7===114-ARR_v1_60@8,2
114-ARR,114-ARR_edit_summary_3@0,The Experimental Setups section and Datasets subsection were removed.,nan===114-ARR_v1_55@0;nan===114-ARR_v1_56@0,2
114-ARR,114-ARR_edit_summary_3@1,Some facts about the used datasets were also deleted.,nan===114-ARR_v1_56@1;nan===114-ARR_v1_56@2;nan===114-ARR_v1_56@3;nan===114-ARR_v1_56@4;nan===114-ARR_v1_56@5,5
114-ARR,114-ARR_edit_summary_3@2,The Evaluation Metrics subsection title was removed.,nan===114-ARR_v1_57@0,1
114-ARR,114-ARR_edit_summary_4@0,"In Results of Saliency Enhanced ED, a fact about SL outperforming BERTEns was removed.",nan===114-ARR_v1_67@5,1
114-ARR,114-ARR_edit_summary_4@1,Two sentences regarding an example from the authors and the use of WordNet were added in the Discussion.,114-ARR_v2_67@2===nan;114-ARR_v2_67@3===nan,2
7-222,7-222_edit_summary_1@0,"In the title of this paper, the singular form (grammar) of Ilanganates National Park was changed to Ilanganates National Parks.",7-222_v2_0@0===7-222_v1_0@0,1
7-222,7-222_edit_summary_2@0,"In the abstract section, claim about the tools which was used to identify the taxonomy of Fungi was deleted.",nan===7-222_v1_3@0,1
7-222,7-222_edit_summary_2@1,"A clarity change was made to the beginning of the sentence where Ôa recordÕ has been changed to Ôall analysed collections present hereÕ. Following that, a fact change was undertaken from one record being able to be identified to four samples.",7-222_v2_2@2===7-222_v1_4@0;7-222_v2_2@3===7-222_v1_4@1,2
7-222,7-222_edit_summary_2@2,"Towards the end of abstract, a claim, about how the would contribute to design and implement measures for the conservation of fungi in Ecuador was added.",7-222_v2_2@4===nan,1
7-222,7-222_edit_summary_2@3,"At the end of this section, factual information about the building of a phylogenetic tree of Maximum Likelihood was deleted.",nan===7-222_v1_4@2,1
7-222,7-222_edit_summary_3@0,"In introduction section, in the first sentence, information about ITS being accepted as primary fungal barcode marker has been added along with a citation.",7-222_v2_4@3===7-222_v1_6@3,1
7-222,7-222_edit_summary_3@1,"Whereas, in the second sentence information about the method of the study was added.",7-222_v2_4@5===7-222_v1_6@5,1
7-222,7-222_edit_summary_4@0,The sub-title of the methods section has been changed from obtaining the sequences to Sequencing.,7-222_v2_6@0===7-222_v1_8@0,1
7-222,7-222_edit_summary_4@1,The name of the company which provided the primers was deleted in the first paragraph of this section.,7-222_v2_7@3===7-222_v1_9@3,1
7-222,7-222_edit_summary_4@2,A minor clarity change has been administered to point the sequences obtained for each isolates.,7-222_v2_7@5===7-222_v1_9@5,1
7-222,7-222_edit_summary_4@3,"Following that, a factual information about consensus sequence being manually edited was deleted.",7-222_v2_7@5===7-222_v1_9@6,1
7-222,7-222_edit_summary_4@4,"A the end of this sub-section, two sentences were added about the research methodology and how the results were compared.",7-222_v2_7@8===nan;7-222_v2_7@9===nan,2
7-222,7-222_edit_summary_5@0,"Another sub-section under methods, a minor grammatical change in the first sentence and reordering of the information in the sentence next to that was conducted.",7-222_v2_11@1===7-222_v1_13@1;7-222_v2_11@2===7-222_v1_13@2,2
7-222,7-222_edit_summary_6@0,"In the result section, majority of the changes was related to Clarity; Sentences were edited where a word has been replaced with similar meaning another word (i.e from collected to analysed, decision making to decision or vice-versa, it could be to it is possible).",7-222_v2_13@0===7-222_v1_15@0;7-222_v2_13@5===7-222_v1_15@5;7-222_v2_13@9===7-222_v1_15@9,3
7-222,7-222_edit_summary_6@1,"Grammatical changes have been made where deletion of verb, addition of punctuation mark were done.Three claims has been added in this sub-section first being the claim about the specimen belonging to a new species.",7-222_v2_13@16===7-222_v1_15@14;7-222_v2_13@17===nan;7-222_v2_13@7===7-222_v1_15@7,3
7-222,7-222_edit_summary_6@2,The second claim added was about the need for more detailed morphological analyses and the last claim was about the limited number of studies that have been conducted in the National Parks of Ecuador.,7-222_v2_13@18===nan;7-222_v2_13@20===nan,2
7-222,7-222_edit_summary_6@3,A claim was modified about sampling effort being different in each park.,7-222_v2_13@3===7-222_v1_15@3,1
7-222,7-222_edit_summary_6@4,A factual information about Clade B has been added.,7-222_v2_13@8===7-222_v1_15@8,1
7-222,7-222_edit_summary_6@5,And factual information about why Xylarya and X. Telfairii species are considered different species was deleted.,7-222_v2_13@8===7-222_v1_15@9,1
7-222,7-222_edit_summary_6@6,"Information about the bootstrap in Clade C being greater than 95, in Clade E being greater than 95 and in Clade F being equal to 100 was deleted .",7-222_v2_13@11===7-222_v1_15@11;7-222_v2_13@14===7-222_v1_15@13;7-222_v2_13@15===7-222_v1_15@14,3
7-222,7-222_edit_summary_6@7,"Further, Clade D being the closest sequence to Xylaria was deleted.",7-222_v2_13@12===7-222_v1_15@12,1
7-222,7-222_edit_summary_6@8,"At the end of the result section, a minor clarity change was done to amplify the meaning of the unidentified specimens.",7-222_v2_16@0===7-222_v1_18@0,1
7-222,7-222_edit_summary_7@0,"In the conclusion section, few minor clarity changes was done.",7-222_v2_18@5===7-222_v1_20@5,1
7-1030,7-1030_edit_summary_1@0,"In the first paragraph of the introduction, there are some wordsmithing for clarity purposes.Then, at the end of the second paragraph a fact on “alternative funding systems” along with a citation is added.",7-1030_v2_7@3===7-1030_v1_7@3;7-1030_v2_7@4===7-1030_v1_7@4;7-1030_v2_7@5===7-1030_v1_7@5;7-1030_v2_8@4===nan,4
7-1030,7-1030_edit_summary_1@1,The fourth paragraph of introduction has a modification of fact about findings through “survey of applicants and reviewers” versus “A recent literature review” and a citation update.,7-1030_v2_10@0===7-1030_v1_10@0,1
7-1030,7-1030_edit_summary_1@2,"In a sentence before the closing one, the word choice is altered for more clarity.",7-1030_v2_10@2===7-1030_v1_10@2,1
7-1030,7-1030_edit_summary_1@3,The last paragraph of introduction contains a minor clarity modification and changing of the numbers in the references.,7-1030_v2_11@1===7-1030_v1_11@1;7-1030_v2_11@2===7-1030_v1_11@2,2
7-1030,7-1030_edit_summary_2@0,"In the second paragraph of both the Methods and Citation Counts sections, there are small punctuation changes.",7-1030_v2_15@3===7-1030_v1_15@3;7-1030_v2_18@3===7-1030_v1_18@3,2
7-1030,7-1030_edit_summary_3@0,Five sentences are added to the Statistical Analysis part.,7-1030_v2_22@0===nan;7-1030_v2_22@1===nan;7-1030_v2_22@2===nan;7-1030_v2_22@3===nan;7-1030_v2_22@4===nan,5
7-1030,7-1030_edit_summary_3@1,"First, a fact mentioning the authors´approach about how to "" graphically examine associations”, second sentence is a claim about “disagreement in scores” and its possible outcome.",7-1030_v2_22@0===nan;7-1030_v2_22@1===nan,2
7-1030,7-1030_edit_summary_3@2,"The third and fourth, are facts about what authors have done in their experiment “to examine” the aforementioned claim plus adding citations.",7-1030_v2_22@2===nan;7-1030_v2_22@3===nan,2
7-1030,7-1030_edit_summary_3@3,These are followed by a fact in the fifth sentence about why they “used the inter-quartile range instead of the standard deviation”.,7-1030_v2_22@4===nan,1
7-1030,7-1030_edit_summary_3@4,"Further, the title “Regression Model” is added under this newly generated paragraph.",7-1030_v2_23@0===nan,1
7-1030,7-1030_edit_summary_4@0,"In the result section, the second sentence of the second paragraph is modified by adding some facts scores as “that the best possible score”.",7-1030_v2_44@2===7-1030_v1_37@2,1
7-1030,7-1030_edit_summary_4@1,"A new paragraph is added between the third and the fifth paragraphs, containing three fact sentences, respectively regarding authors ? findings about “The inter-quartile ranges” that can be seen in “Figure 4”, and their “general reduction” followed by another sentence on “The interquartile range” reduction.",7-1030_v2_50@0===nan;7-1030_v2_50@1===nan;7-1030_v2_50@2===nan,3
7-1030,7-1030_edit_summary_4@2,"Next in the last paragraph, there is a clarity change.",7-1030_v2_56@1===7-1030_v1_46@1,1
7-1030,7-1030_edit_summary_5@0,"Also, there is a small clarity change in the first paragraph of Discussion. And in the third paragraph, a fact with citation about the possibility to “measure disagreement” is added.",7-1030_v2_60@0===7-1030_v1_50@0;7-1030_v2_62@5===nan,2
7-1030,7-1030_edit_summary_5@1,In the next paragraph we have grammar as well as some clarity changes.,7-1030_v2_63@1===7-1030_v1_52@7,1
7-1030,7-1030_edit_summary_5@2,In the final sentence there is a modification by adding a fact part concerning the “inter-quartile ranges in citations in Figure 4” to the last sentence.,7-1030_v2_64@3===7-1030_v1_52@13,1
7-1030,7-1030_edit_summary_6@0,"Next, in the second sentence of the Limitations part, there are two fact changes with adding and updating the citaions.In the last paragraph there is a modification by splitting a sentence and adding a claim about the influence of ""proportion of applications"" conclusion.",7-1030_v2_66@1===7-1030_v1_54@1;7-1030_v2_68@1===7-1030_v1_55@3;7-1030_v2_68@2===7-1030_v1_55@3,3
7-1030,7-1030_edit_summary_6@1,"In the final sentence, there is a claim added on the authors´ having ""summary statistics on the application scores"".",7-1030_v2_69@0===nan,1
152-ARR,152-ARR_edit_summary_1@0,Authors made a clarity change in the Itrodcution (for numerous -> support numerous).,152-ARR_v2_4@0===152-ARR_v1_4@0,1
152-ARR,152-ARR_edit_summary_1@1,Then they made fact change by the updating of the citation.,152-ARR_v2_6@4===152-ARR_v1_5@4,1
152-ARR,152-ARR_edit_summary_2@0,"In the ""Learning from Inbalanced data"" section authors changed the sentence factually as they updated the citation.",152-ARR_v2_13@0===152-ARR_v1_11@0,1
152-ARR,152-ARR_edit_summary_3@0,"Authors made a grammar correction in the ""Sentence Importance Factors in NER"".",152-ARR_v2_21@4===152-ARR_v1_20@4,1
152-ARR,152-ARR_edit_summary_4@0,"In the ""Resembling Factors"" two similar grammar correction were made in two separate sentences.",152-ARR_v2_33@1===152-ARR_v1_32@1;152-ARR_v2_38@0===152-ARR_v1_38@0,2
152-ARR,152-ARR_edit_summary_4@1,Authors made another grammar change.,152-ARR_v2_40@0===152-ARR_v1_40@0,1
152-ARR,152-ARR_edit_summary_5@0,"In the ""Results and Discussion"" authors corrected the plural form in two sentences.",152-ARR_v2_71@3===152-ARR_v1_69@3;152-ARR_v2_72@1===152-ARR_v1_70@1,2
152-ARR,152-ARR_edit_summary_6@0,"Authors added fact sentence about their proposed method, claim statement about the consequences of the increased training corpus size and fact about each NER model.",152-ARR_v2_78@2===nan;152-ARR_v2_78@3===nan;152-ARR_v2_78@4===nan,3
152-ARR,152-ARR_edit_summary_7@0,Aftzer that authors changed the subtitle ( Conclusion -> Conclusion and Future Work).,152-ARR_v2_79@0===152-ARR_v1_77@0,1
152-ARR,152-ARR_edit_summary_7@1,After that authors added four claim sentences about the data augmnetation and sentence-level resembling.,152-ARR_v2_82@0===nan;152-ARR_v2_82@1===nan;152-ARR_v2_82@2===nan;152-ARR_v2_82@3===nan,4
152-ARR,152-ARR_edit_summary_7@2,Two clarity changes were made in two sentences for the better understanding.,152-ARR_v2_83@0===152-ARR_v1_80@0;152-ARR_v2_83@1===152-ARR_v1_80@1,2
152-ARR,152-ARR_edit_summary_7@3,Claim correction was made about the examing of more corpora and models.,152-ARR_v2_83@2===152-ARR_v1_80@2,1
152-ARR,152-ARR_edit_summary_7@4,Clarity change was made in the sentence about future research.,152-ARR_v2_83@4===152-ARR_v1_80@4,1
10-ARR,10-ARR_edit_summary_1@0,In the Introduction authors made evidence change (information from the third party) about the reflecting listening.,10-ARR_v2_5@0===10-ARR_v1_4@2,1
10-ARR,10-ARR_edit_summary_1@1,Also they reformulated their statement about the importance of the client feeling of being understood.,10-ARR_v2_5@2===10-ARR_v1_4@3,1
10-ARR,10-ARR_edit_summary_1@2,Also they added claim statements about the usefulness of the natural language processing in this sphere and the behaviour of the counselor during the reflective listening.,10-ARR_v2_4@2===nan;10-ARR_v2_5@1===nan,2
10-ARR,10-ARR_edit_summary_1@3,They also explained the pecularities of such conversations and confirmed it with the evidence statement.,10-ARR_v2_5@3===nan;10-ARR_v2_5@4===nan;10-ARR_v2_5@5===nan,3
10-ARR,10-ARR_edit_summary_1@4,In the following sentence citation was deleted as it is added before for clarification.,10-ARR_v2_5@6===10-ARR_v1_4@4,1
10-ARR,10-ARR_edit_summary_1@5,Two next changes were connected with clarity modifications (inference-> inference based on the commonsense knowledge and quit smoking -> smoke cessation).,10-ARR_v2_5@7===10-ARR_v1_4@5;10-ARR_v2_5@9===10-ARR_v1_4@7,2
10-ARR,10-ARR_edit_summary_1@6,Then authors added a claim sentence about possible challenges for language models.,10-ARR_v2_5@10===nan,1
10-ARR,10-ARR_edit_summary_1@7,Next two corrections were clarity changes with a intent of word smithing.,10-ARR_v2_6@1===10-ARR_v1_5@1;10-ARR_v2_6@2===10-ARR_v1_5@2,2
10-ARR,10-ARR_edit_summary_1@8,Then authors changed the order of the sentence parts for clarification and in the next statement they made small clarity change (defined set -> predefined set).,10-ARR_v2_7@1===10-ARR_v1_6@1;10-ARR_v2_7@2===10-ARR_v1_6@2,2
10-ARR,10-ARR_edit_summary_2@0,"In the ""Related Word"" authors added a claim statement about previous research of the automating response generation and a significant number of fact statements with information from the third parties.",10-ARR_v2_12@0===nan;10-ARR_v2_12@1===nan;10-ARR_v2_12@2===nan;10-ARR_v2_12@3===nan;10-ARR_v2_12@4===nan;10-ARR_v2_12@5===nan;10-ARR_v2_12@6===nan,7
10-ARR,10-ARR_edit_summary_2@1,Similarly they deleted 4 unsuitable fact sentences later.,nan===10-ARR_v1_12@1;nan===10-ARR_v1_12@2;nan===10-ARR_v1_12@3;nan===10-ARR_v1_12@4,4
10-ARR,10-ARR_edit_summary_2@2,Claim change was made related with the explanation of the authors' task.,10-ARR_v2_12@7===10-ARR_v1_12@5,1
10-ARR,10-ARR_edit_summary_2@3,They also added a claim sentence with explanation of the work novelty.,10-ARR_v2_12@8===nan,1
10-ARR,10-ARR_edit_summary_2@4,In the next paragraph authord modified their claim about the uselfullness of the external knowledge resources.,10-ARR_v2_13@4===10-ARR_v1_13@0,1
10-ARR,10-ARR_edit_summary_2@5,In the next sentence small grammar change was made.,10-ARR_v2_13@5===10-ARR_v1_13@1,1
10-ARR,10-ARR_edit_summary_3@0,"In the ""Task definition"" section small grammar change was made.",10-ARR_v2_18@0===10-ARR_v1_18@0,1
10-ARR,10-ARR_edit_summary_4@0,"Authord made small clarity change by adding the word ""some"" in the ""Domain Knowledge Collection"". Then authord made a fact vhange by addidng the exact number of the distinct query templates.",10-ARR_v2_20@0===10-ARR_v1_20@0;10-ARR_v2_24@1===10-ARR_v1_22@3,2
10-ARR,10-ARR_edit_summary_4@1,then another fact change was made by the clarification that sentnces with medical concepts were used.,10-ARR_v2_25@2===10-ARR_v1_23@2,1
10-ARR,10-ARR_edit_summary_4@2,"Then authors made a clarity change (1,331 cause-effect relationship -> 1,331 sentences with cause-effect relationship).",10-ARR_v2_26@2===10-ARR_v1_24@2,1
10-ARR,10-ARR_edit_summary_5@0,"In the ""Generated Knowledge Setup"" authors added fact statement and made fact change connected with the publication year of the citation.",10-ARR_v2_35@4===nan;10-ARR_v2_36@1===10-ARR_v1_33@6,2
10-ARR,10-ARR_edit_summary_6@0,"Next change was grammar update in the ""Result on K-Bart Model Architecture"".",10-ARR_v2_51@3===10-ARR_v1_48@0,1
10-ARR,10-ARR_edit_summary_6@1,"In the ""Human Evaluation"" Section and ""Conclusion"" three other grammar changes were made.",10-ARR_v2_60@0===10-ARR_v1_56@0;10-ARR_v2_62@2===10-ARR_v1_58@2;10-ARR_v2_66@3===10-ARR_v1_62@3,3
170-ARR,170-ARR_edit_summary_1@0,"In the section response decoder, the sub-section title multimodal fusion was deleted.",nan===170-ARR_v1_49@0,1
170-ARR,170-ARR_edit_summary_2@0,"In the section experiments, two facts were deleted about how the author optimized the models and second was an instruction to refer to Appendix B and C for details of data and training.",nan===170-ARR_v1_55@2;nan===170-ARR_v1_55@4,2
170-ARR,170-ARR_edit_summary_2@1,The title for sub-section training details was added.,170-ARR_v2_56@0===nan,1
170-ARR,170-ARR_edit_summary_2@2,"Following that, four claims were added; first one was about the observations implying GPT-based models capturing better video context, where second was about how and when these models may fail.",170-ARR_v2_63@5===nan;170-ARR_v2_63@6===nan,2
170-ARR,170-ARR_edit_summary_2@3,The third claim was about the possibility that GPT-models being inferior to VGNMN where the fourth claim was about the finding that VGNMN applied to object-level features being competitive to the model applied to CNN-based features.,170-ARR_v2_63@7===nan;170-ARR_v2_63@8===nan,2
170-ARR,170-ARR_edit_summary_2@4,Another title for sub-section under this section which was The Robustness.,170-ARR_v2_63@9===nan,1
170-ARR,170-ARR_edit_summary_2@5,"Under this sub-section, four facts were added; the first fact was about what was reported to evaluate the model robustness where second fact was about comparing against performance of output response.",170-ARR_v2_63@10===nan;170-ARR_v2_63@11===nan,2
170-ARR,170-ARR_edit_summary_2@6,The third fact was about how video features were retrieved and final fact was about dialogue history being encoded by a hierarchical LSTM encoder.,170-ARR_v2_63@13===nan;170-ARR_v2_63@15===nan,2
170-ARR,170-ARR_edit_summary_2@7,The final edit in the experiment section was a clarity change where question type distribution was changed to type distribution.,170-ARR_v2_67@4===170-ARR_v1_60@13,1
170-ARR,170-ARR_edit_summary_2@8,"At the end of this section, a claim was deleted about what future work may focus on.",nan===170-ARR_v1_61@6,1
170-ARR,170-ARR_edit_summary_3@0,"In the section broader impacts, extension of this work was changed to extension of work.",170-ARR_v2_71@2===170-ARR_v1_66@2,1
170-ARR,170-ARR_edit_summary_3@1,Following that seven facts were deleted; the first fact was about what was done to learn compositional programs.,nan===170-ARR_v1_67@0,1
170-ARR,170-ARR_edit_summary_3@2,The second fact was about adopting a simple template where the third one was about the resulting target sequence for dialogue and video understanding.,nan===170-ARR_v1_67@1;nan===170-ARR_v1_67@2,2
170-ARR,170-ARR_edit_summary_3@3,The fourth fact that was deleted was about the parser decompose questioning into subsequences where the fifth fact was about each parser being an attention-based Transformer decoder.,nan===170-ARR_v1_68@0;nan===170-ARR_v1_68@1,2
170-ARR,170-ARR_edit_summary_3@4,The second mast fact was about the Transformer attention where the final fact that was deleted was about what was used to obtain the weighted sum of the corresponding representations in the v sequence.,nan===170-ARR_v1_68@2;nan===170-ARR_v1_68@3,2
170-ARR,170-ARR_edit_summary_3@5,The final edit in this section was a clarity change where feed-forward network was replaced by network.,170-ARR_v2_72@0===170-ARR_v1_70@0,1
170-ARR,170-ARR_edit_summary_4@0,A new section title was added (how to locate entities?).,170-ARR_v2_76@0===nan,1
172-ARR,172-ARR_edit_summary_1@0,There is a change in the Title of the paper for more clarity.,172-ARR_v2_0@0===172-ARR_v1_0@0,1
172-ARR,172-ARR_edit_summary_2@0,"Then, in the third paragraph of Introduction, the first sentence is modified grammatically and in the next sentence there is a fact change about the author's devising to ""distill visual information"".",172-ARR_v2_7@0===172-ARR_v1_7@0;172-ARR_v2_7@1===172-ARR_v1_7@1,2
172-ARR,172-ARR_edit_summary_2@1,The first sentence of the fourth paragraph has a grammar change and the last sentence contains a minor fact modification.,172-ARR_v2_8@0===172-ARR_v1_8@0;172-ARR_v2_8@3===172-ARR_v1_10@1,2
172-ARR,172-ARR_edit_summary_3@0,"Next, in the second sentence of the second paragraph in the Pretraining section, there is a fact added about the text-image input being paired.",172-ARR_v2_22@1===nan,1
172-ARR,172-ARR_edit_summary_4@0,"In the Adaptation part, the second sentence is modified to elaborate on ""BERT and CLIP-T"" input and loss calculation from their output.",172-ARR_v2_24@1===172-ARR_v1_30@1,1
172-ARR,172-ARR_edit_summary_5@0,"There are two fact sentences added to the same sentence prediction (MATCH)part about ""The Image-Text Matching"" objective along with citations and author's modifying this objective.",172-ARR_v2_28@0===nan;172-ARR_v2_28@1===nan,2
172-ARR,172-ARR_edit_summary_6@0,"Further in the CLIP Token Classification section, there is a fact change about ""MLM objective"", followed by deletion of two fact sentences and instead two fact sentences are added on random sections of tokens and addressing solutions.",172-ARR_v2_32@0===172-ARR_v1_36@0;172-ARR_v2_32@1===nan;172-ARR_v2_32@2===nan;nan===172-ARR_v1_36@1;nan===172-ARR_v1_36@2,5
172-ARR,172-ARR_edit_summary_7@0,"In the second sentence of the Experimental Results part there is a clarity change of ""pretraining strategy "" to ""adaptation strategy"".",172-ARR_v2_36@1===172-ARR_v1_40@1,1
172-ARR,172-ARR_edit_summary_8@0,The third sentence of the second paragraph in the Analysis part about XDBERT-b performance is deleted and a fact about both XDBERT-b and BERT-b obtaining the same performance is added.,172-ARR_v2_41@2===nan;nan===172-ARR_v1_45@2,2
172-ARR,172-ARR_edit_summary_8@1,"This followed by a fact modification on the author's discovery after ""Analyzing the separated entries as a whole"".",172-ARR_v2_41@3===172-ARR_v1_45@3,1
172-ARR,172-ARR_edit_summary_9@0,The first sentence of the Ablation study section which is fact is deleted and then there are sentences from the Conclusion part and modified and added to this section; in the third sentence there is a clarity change.,172-ARR_v2_43@2===172-ARR_v1_62@2;nan===172-ARR_v1_48@0,2
172-ARR,172-ARR_edit_summary_9@1,"Next sentence is a fact added regarding ""Swapping to wiki"" followed by another merged fact about tested changes on different methods and also another one about author's justifying the CLIPTC loss in the first sentence of the second paragraph, the next sentence is a claim modification on their notion about the loss as well as the possibility to solve MATCH objective.  ",172-ARR_v2_43@3===nan;172-ARR_v2_43@4===172-ARR_v1_48@3;172-ARR_v2_43@4===172-ARR_v1_62@1;172-ARR_v2_44@0===172-ARR_v1_63@0;172-ARR_v2_44@1===172-ARR_v1_63@1;172-ARR_v2_44@2===172-ARR_v1_63@2,6
172-ARR,172-ARR_edit_summary_9@2,"This follows an addition of a claim about the diversity of the input embeddings instead of a fact and a claim about ""the loss function of cross-modal matching"" and ""adding VC loss"" which are deleted from the Conclusion part.",172-ARR_v2_44@3===nan;nan===172-ARR_v1_63@3;nan===172-ARR_v1_63@4,3
172-ARR,172-ARR_edit_summary_9@3,The last sentence is a fact change about showing comparisons.,172-ARR_v2_44@4===172-ARR_v1_63@5,1
172-ARR,172-ARR_edit_summary_10@0,"The second paragraph of the Conclusion section contains three fact sentences about the results of Visual-Text Transformers on GLUE, listed methods and what results show regarding multi-modal training, which are all deleted.",nan===172-ARR_v1_51@0;nan===172-ARR_v1_51@1;nan===172-ARR_v1_52@0,3
