edit_index,doc_name,node_ix_src,node_ix_tgt,text_src,text_tgt,gold,label
10911,9-1193,9-1193_v2_31@3,,"Regarding non-drug interventions, 28 investigated procedures (e.g. renal replacement therapy), eight devices (e.g. various respiratory devices), and 26 trials investigated other non-drug interventions (e.g. physical activity and pulmonary rehabilitation).",,"Add,Fact/Evidence",Fact/Evidence
10912,9-1193,9-1193_v2_56@4,,"Other objective outcomes commonly used according to the COVID-19 core outcome sets <REF-20> , such as hospitalization and mechanical ventilation, may still be impacted by subjective decisions and the awareness of the randomly allocated intervention, and thus may benefit from a blinded assessment.",,"Add,Claim",Claim
10913,9-1193,9-1193_v2_63@5,,"Fourth, we did not assess in details all the different outcomes being used and the blinding of the outcome collection was not systematically reported preventing us from fully apprehending the impact of the lack of blinding.",,"Add,Claim",Claim
10914,9-1193,9-1193_v2_69@0,,The dataset for this study is provided on the Open Science Framework.,,"Add,Fact/Evidence",Fact/Evidence
10915,9-1193,9-1193_v2_69@1,,It is based on continuously evolving data sources.,,"Add,Fact/Evidence",Fact/Evidence
10916,9-1193,9-1193_v2_69@2,,"With this second version, we corrected misclassifications/duplicates affecting 6 of the 689 previously included trials.",,"Add,Fact/Evidence",Fact/Evidence
10917,9-1193,9-1193_v2_69@3,,Subsequent updates of COVID-evidence and the other sources may provide different datasets.,,"Add,Claim",Claim
11365,9-47,9-47_v2_17@4,,More advance distribution analysis is also available using the clonesizeDistribution function based on recent work using Jensen-Shannon divergence.,,"Add,Claim",Claim
11366,9-47,9-47_v2_25@3,,This function also works with the SingleCellExperiment and monocle3 class of expression objects.,,"Add,Fact/Evidence",Fact/Evidence
11367,9-47,9-47_v2_29@3,,"Visualization functions in scRepertoire have a parameter, exportTable, allowing users to examine the quantifications underlying the generation of the graphs.",,"Add,Claim",Claim
313,120-ARR,,120-ARR_v1_62@2,,8 We used the AllenNLP demo (https://demo.allennlp.org/sentiment-analysis/).,"Delete,Fact/Evidence",Fact/Evidence
314,120-ARR,,120-ARR_v1_11@2,,"For each (question, image) pair in the VQA dataset (left), VQA2.0 adds another image, for which the answer is different (right).","Delete,Fact/Evidence",Fact/Evidence
561,129-ARR,,129-ARR_v1_55@1,,"For methods that do not directly use prediction for uncertainty estimation, we aggregate the uncertainty value as g(x; θ (t) ) = m t ×a(x; θ (t) )+(1−m t )×g(x; θ (t−1) ).","Delete,Fact/Evidence",Fact/Evidence
562,129-ARR,,129-ARR_v1_63@1,,Complexity Analysis.,"Delete,Other",Other
563,129-ARR,,129-ARR_v1_63@3,,"For self-training, the size of the memory bank g(x; θ) is proportional to |X u |, while the extra computation of maintaining this dictionary is ignorable since we do not inference over the unlabeled data for multiple times in each round as BALD (Gal et al., 2017) does.","Delete,Fact/Evidence",Fact/Evidence
564,129-ARR,,129-ARR_v1_79@6,,"Gao et al. (2020); Song et al. (2019); Guo et al. (2021) design query strategies for specific semi-supervised methods, Tomanek and Hahn (2009); Rottmann et al. (2018); Siméoni et al. (2020) exploit the mostcertain samples from the unlabeled with pseudolabeling to augment the training set.","Delete,Fact/Evidence",Fact/Evidence
565,129-ARR,,129-ARR_v1_79@12,,"To alleviate this, we adopt a simple momentumbased method to select high confidence samples, effectively reducing the pseudo labels noise for active learning.","Delete,Fact/Evidence",Fact/Evidence
566,129-ARR,,129-ARR_v1_79@13,,"Note that although Mukherjee and Awadallah (2020); Rizve et al. ( 2021) also leverage uncertainty information for self-training, their focus is on developing better self-training methods, while we aim to jointly query high-uncertainty samples and generate pseudo-labels for low-uncertainty samples.","Delete,Claim",Claim
567,129-ARR,,129-ARR_v1_79@14,,"The experiments in Sec. 3 show that with appropriate querying methods, ACTUNE can further improve the performance of self-training.","Delete,Fact/Evidence",Fact/Evidence
568,129-ARR,,129-ARR_v1_82@1,,"Specifically, we search T 1 from 10 to 2000, T 2 from 1000 to 5000, T 3 from 10 to 500, ξ from 0 to 1, and λ from 0 to 0.5.","Delete,Fact/Evidence",Fact/Evidence
569,129-ARR,,129-ARR_v1_82@2,,All results are reported as the average over three runs.,"Delete,Fact/Evidence",Fact/Evidence
570,129-ARR,,129-ARR_v1_83@0,,"In our experiments, we keep β = 0.5, λ = 1 for all datasets.","Delete,Fact/Evidence",Fact/Evidence
571,129-ARR,,129-ARR_v1_83@1,,"For other parameters, we use a grid search to find the optimal setting for each datasets.","Delete,Fact/Evidence",Fact/Evidence
572,129-ARR,,129-ARR_v1_83@2,,"Specifically, we search γ from [0.5, 0.6, 0.7], m L from [0.6, 0.7, 0.8], m H from [0.8, 0.9, 1].","Delete,Fact/Evidence",Fact/Evidence
573,129-ARR,,129-ARR_v1_83@3,,"For AC-TUNE with Entropy, we use probability based aggregation and for ACTUNE with CAL, we use value based aggregation by default.","Delete,Fact/Evidence",Fact/Evidence
574,129-ARR,,129-ARR_v1_84@0,,"For other SSAL methods, we mainly tune their key hyperparameters.","Delete,Fact/Evidence",Fact/Evidence
575,129-ARR,,129-ARR_v1_84@1,,"Note that Entropy (Holub et al., 2008), BALD (Gal et al., 2017), ALPS (Yuan et al., 2020), BADGE (Ash et al., 2020) do not introduce any new hyperparameters.","Delete,Fact/Evidence",Fact/Evidence
576,129-ARR,,129-ARR_v1_84@2,,"For CAL (Margatina et al., 2021b), we tune the number for KNN k from [5,10,20] and report the best performance.","Delete,Fact/Evidence",Fact/Evidence
577,129-ARR,,129-ARR_v1_84@3,,"For ST (Lee, 2013), CEAL (Wang et al., 2016) & BASS (Rottmann et al., 2018), it uses a threshold δ for selecting high-confidence data.","Delete,Fact/Evidence",Fact/Evidence
578,129-ARR,,129-ARR_v1_84@4,,"We tune δ from [0.6, 0.7, 0.8, 0.9] to report the best performance.","Delete,Fact/Evidence",Fact/Evidence
579,129-ARR,,129-ARR_v1_84@5,,"For UST (Mukherjee and Awadallah, 2020), we tune the number of lowuncertainty samples used in the next round from [1024,2048,4096].","Delete,Fact/Evidence",Fact/Evidence
580,129-ARR,,129-ARR_v1_84@6,,"For COSINE (Yu et al., 2021), we set the weight for confidence regularization λ as 0.1, the threshold τ for selecting high-confidence data from [0.7, 0.9] and the update period of selftraining from [50,100,150].","Delete,Fact/Evidence",Fact/Evidence
581,129-ARR,,129-ARR_v1_84@7,,"For REVIVAL (Guo et al., 2021), it calculates uncertainty with adversarial perturbation, we tune the size of the perturbation from [1e − 3, 1e − 4, 1e − 5].","Delete,Fact/Evidence",Fact/Evidence
582,129-ARR,,129-ARR_v1_85@0,,C Runtime Analysis.,"Delete,Other",Other
583,129-ARR,,129-ARR_v1_86@2,,"Among all baselines, we find that the running time of clustering-based method is faster than the original reported time in the paper.","Delete,Fact/Evidence",Fact/Evidence
584,129-ARR,,129-ARR_v1_86@3,,"This is because we use FAISS (Johnson et al., 2019) instead of SKLearn (Pedregosa et al., 2011) for clustering, which accelerates the clustering step significantly.","Delete,Fact/Evidence",Fact/Evidence
585,129-ARR,,129-ARR_v1_88@2,,Different colors stands for different classes.,"Delete,Fact/Evidence",Fact/Evidence
716,136-ARR,,136-ARR_v1_26@0,,The first step in our pipeline involves transforming each of the input triples X into a set of facts F in natural language by using a template t p i for each predicate p i .,"Delete,Fact/Evidence",Fact/Evidence
717,136-ARR,,136-ARR_v1_26@1,,We need at least one template for each predicate.,"Delete,Fact/Evidence",Fact/Evidence
718,136-ARR,,136-ARR_v1_26@2,,"Typically, the template will include placeholders which are filled with s i and o i .","Delete,Fact/Evidence",Fact/Evidence
719,136-ARR,,136-ARR_v1_27@1,,Note that the filled templates are allowed to contain minor disfluencies since the text will be rephrased in the final step of the pipeline.,"Delete,Fact/Evidence",Fact/Evidence
720,136-ARR,,136-ARR_v1_27@2,,See §5.5 for our approach to gathering the templates and Figure 2 for examples of the templates we use in our datasets.,"Delete,Fact/Evidence",Fact/Evidence
721,136-ARR,,136-ARR_v1_28@0,,"We acknowledge that this step may be a bottleneck on datasets with an unconstrained (or very large) set of predicates, which is why we also discuss possibilities for automating this step in §7.","Delete,Claim",Claim
722,136-ARR,,136-ARR_v1_30@1,,"To maximize the coherency of the resulting description, we apply an ordering model O to get an ordered sequence of facts: F o "" tf o 1 , . . . , f on u.","Delete,Fact/Evidence",Fact/Evidence
723,136-ARR,,136-ARR_v1_30@2,,"The coherence of the final text will also depend on the paragraph compression step, but grouping related facts together (e.g. facts mentioning birth date and birth place) helps the paragraph compression model to focus only on fusing and rephrasing the neighboring sentences.","Delete,Claim",Claim
724,136-ARR,,136-ARR_v1_36@0,,A key to our approach is building a large-scale synthetic corpus providing training data for the text operations in our pipeline.,"Delete,Fact/Evidence",Fact/Evidence
725,136-ARR,,136-ARR_v1_46@1,,"The paragraphs contain mostly concise, factbased descriptions from a wide range of domains.","Delete,Fact/Evidence",Fact/Evidence
726,136-ARR,,136-ARR_v1_50@2,,"Since we keep the referring expressions in the original human-written text, we can train the paragraph compression module to generate them in the final text description.","Delete,Fact/Evidence",Fact/Evidence
727,136-ARR,,136-ARR_v1_54@0,,We show how we build our pipeline ( §5.1-5.4) and discuss the D2T generation datasets which we use for our experiments ( §5.5).,"Delete,Fact/Evidence",Fact/Evidence
728,136-ARR,,136-ARR_v1_54@1,,The details of our training setup are included in Appendix B.,"Delete,Fact/Evidence",Fact/Evidence
729,136-ARR,,136-ARR_v1_67@0,,Ablation Study,"Delete,Other",Other
730,136-ARR,,136-ARR_v1_70@0,,D2T Datasets,"Delete,Other",Other
731,136-ARR,,136-ARR_v1_71@0,,"We test our approach on two English D2T datasets, WebNLG and E2E.","Delete,Fact/Evidence",Fact/Evidence
732,136-ARR,,136-ARR_v1_72@0,,"WebNLG The WebNLG dataset contains RDF triples from DBPedia (Auer et al., 2007) and their crowdsourced descriptions.","Delete,Fact/Evidence",Fact/Evidence
733,136-ARR,,136-ARR_v1_72@1,,"The dataset was extended for the WebNLG+ Challenge (Ferreira et al., 2020), but we use the version 1.4 for comparability to prior work.","Delete,Fact/Evidence",Fact/Evidence
734,136-ARR,,136-ARR_v1_72@2,,Templates for WebNLG could be extracted from the training data by delexicalizing single-triple examples.,"Delete,Fact/Evidence",Fact/Evidence
735,136-ARR,,136-ARR_v1_72@3,,"However, the examples are noisy and such data would not be available in a zero-shot setup.","Delete,Claim",Claim
736,136-ARR,,136-ARR_v1_72@4,,"Therefore, we handcrafted templates for all 354 predicates, including unseen predicates in the test set.","Delete,Fact/Evidence",Fact/Evidence
737,136-ARR,,136-ARR_v1_72@6,,"We use the cleaned version of the dataset (Dušek et al., 2019).","Delete,Fact/Evidence",Fact/Evidence
738,136-ARR,,136-ARR_v1_72@7,,"Following previous work, we transformed the attribute-value pairs into RDF triples (using the restaurant name as a subject) and then applied the same setup as for WebNLG.","Delete,Fact/Evidence",Fact/Evidence
739,136-ARR,,136-ARR_v1_72@8,,We created a template for each of the 8 attributes manually.,"Delete,Fact/Evidence",Fact/Evidence
740,136-ARR,,136-ARR_v1_78@2,,"For WebNLG (see Table 2), we include the results of UPF-FORGe and MELBOURNE systems from the first run of WebNLG Challenge which are comparable in terms of automatic metrics and semantic errors, and the results of Ke et al. (2021), which is a state-of-theart system using structure-aware encoder and taskspecific pretraining.","Delete,Fact/Evidence",Fact/Evidence
741,136-ARR,,136-ARR_v1_78@3,,Laha et al. ( 2020) is (to our knowledge) the only other zero-shot D2T generation system applied on WebNLG.,"Delete,Claim",Claim
742,136-ARR,,136-ARR_v1_78@4,,"TGEN (Dušek and Jurčíček, 2015) is the baseline system for the E2E Challenge and Harkous et al. (2020) is a state-of-the art supervised system applied on the cleaned E2E (see Table 3).","Delete,Fact/Evidence",Fact/Evidence
743,136-ARR,,136-ARR_v1_78@5,,"For both datasets, COPY is the baseline of copying the templates verbatim.","Delete,Fact/Evidence",Fact/Evidence
744,136-ARR,,136-ARR_v1_79@1,,"The COPY baseline is substantially better than the zero-shot system of Laha et al. (2020), suggesting that quality of the templates plays an important role.","Delete,Claim",Claim
745,136-ARR,,136-ARR_v1_80@0,,Manual Evaluation,"Delete,Other",Other
746,136-ARR,,136-ARR_v1_81@8,,"As we discuss in §7, more research is needed for ensuring the final consistency of the text.","Delete,Claim",Claim
747,136-ARR,,136-ARR_v1_85@1,,RANDOM is the baseline of generating a random order.,"Delete,Fact/Evidence",Fact/Evidence
748,136-ARR,,136-ARR_v1_85@2,,"The results show that although our approach lacks behind stateof-the-art supervised approaches, it can outperform both the random baseline and the Transformerbased approach from Ferreira et al. (2019) while not using any training examples from WebNLG.","Delete,Claim",Claim
749,136-ARR,,136-ARR_v1_91@0,,"In the current form, our pipeline can be directly applied to generating text from RDF triples (or similarly structured data) which require no extra processing.","Delete,Claim",Claim
750,136-ARR,,136-ARR_v1_91@1,,"Further extensions are needed for more complex D2T scenarios, e.g. datasets requiring content selection or common-sense and logical reasoning (Wiseman et al., 2017;Chen et al., 2020b).","Delete,Claim",Claim
751,136-ARR,,136-ARR_v1_92@0,,Our approach regarding handcrafting a single template for each predicate is quite basic.,"Delete,Claim",Claim
752,136-ARR,,136-ARR_v1_92@2,,"Moreover, explicitly including a denoising task for the paragraph compression model could help to tackle the disfluencies in the templates.","Delete,Claim",Claim
753,136-ARR,,136-ARR_v1_94@0,,Statistics for the datasets described in the paper are listed in Table 7.,"Delete,Fact/Evidence",Fact/Evidence
760,136-ARR,,136-ARR_v1_11@1,,"They also build a three-step pipeline for zero-shot D2T generation, but they use handcrafted rules for producing the output text and do not address content planning.","Delete,Fact/Evidence",Fact/Evidence
781,136-ARR,,136-ARR_v1_12@2,,"Recently, have shown that using a content plan leads to improved quality of PLM outputs.","Delete,Fact/Evidence",Fact/Evidence
827,136-ARR,,136-ARR_v1_16@0,,We first give an overview of our neural D2T generation pipeline ( §3.1).,"Delete,Fact/Evidence",Fact/Evidence
828,136-ARR,,136-ARR_v1_17@0,,Method Overview,"Delete,Other",Other
1343,166-ARR,,166-ARR_v1_37@1,,"For our usage, the input is the contextual token embedding (the L-th layer's output), and the side information is the static token embedding (the output of BERT's initial embedding layer).","Delete,Fact/Evidence",Fact/Evidence
1344,166-ARR,,166-ARR_v1_37@2,,"The resulting cdimensional encoded vector can be thought of as the distilled context of the input token. (Hendrycks and Gimpel, 2016).","Delete,Fact/Evidence",Fact/Evidence
1345,166-ARR,,166-ARR_v1_59@0,,3 The checkpoints will be released with the published paper.,"Delete,Fact/Evidence",Fact/Evidence
1480,172-ARR,,172-ARR_v1_45@2,,"XDBERT-b gains performance on 52 entries, while performing on par or worse on 225 entries.","Delete,Fact/Evidence",Fact/Evidence
1481,172-ARR,,172-ARR_v1_48@0,,We briefly describe the ablation studies on the adaptation process.,"Delete,Fact/Evidence",Fact/Evidence
1482,172-ARR,,172-ARR_v1_51@0,,"We show the result of Visual-Text Transformers on GLUE, reported by Tan and Bansal (2020) in Table 6.","Delete,Fact/Evidence",Fact/Evidence
1483,172-ARR,,172-ARR_v1_51@1,,All of the listed methods (except LXMERT) have their text-transformers initialized from BERT.,"Delete,Fact/Evidence",Fact/Evidence
1484,172-ARR,,172-ARR_v1_52@0,,The results show that multi-modal training for solving vision-language tasks does not improve the performance of the models on natural language understanding tasks.,"Delete,Fact/Evidence",Fact/Evidence
1485,172-ARR,,172-ARR_v1_62@0,,We report the performance of small tasks while using different loss functions.,"Delete,Fact/Evidence",Fact/Evidence
1486,172-ARR,,172-ARR_v1_63@3,,"Driven by the loss function of cross-modal matching, the model sacrifices rare word representations to better match common words.","Delete,Fact/Evidence",Fact/Evidence
1487,172-ARR,,172-ARR_v1_63@4,,"By adding VC loss, each VC token must keep its representation, which makes the cross-modal attention more robust.","Delete,Claim",Claim
1488,172-ARR,,172-ARR_v1_64@2,,"In the following examples, Bold words are visuallygrounded, while normal words are non-visuallygrounded.","Delete,Fact/Evidence",Fact/Evidence
1489,172-ARR,,172-ARR_v1_64@3,,Words in brackets are stopwords and does not count towards either category.,"Delete,Fact/Evidence",Fact/Evidence
1498,172-ARR,,172-ARR_v1_36@1,,This loss prevents the cross-modal matching to only focus on common trivial words.,"Delete,Fact/Evidence",Fact/Evidence
1499,172-ARR,,172-ARR_v1_36@2,,We show the attention maps of the cross-modal encoders in Appendix D to verify this.,"Delete,Fact/Evidence",Fact/Evidence
1676,178-ARR,,178-ARR_v1_7@3,,We will release our codes and models for further research.,"Delete,Fact/Evidence",Fact/Evidence
1963,192-ARR,,192-ARR_v1_6@5,,"Our model is developed on the basis of (Wu et al., 2020a).","Delete,Fact/Evidence",Fact/Evidence
2017,193-ARR,,193-ARR_v1_28@3,,5 We provide additional analysis on spelling accuracy by subword frequency and length in Appendices B and C.,"Delete,Fact/Evidence",Fact/Evidence
2018,193-ARR,,193-ARR_v1_36@0,,We manually analyze 100 random tokens that SpellingBee spelled incorrectly with the lemma filter to understand the nature of the spelling mistakes.,"Delete,Fact/Evidence",Fact/Evidence
2019,193-ARR,,193-ARR_v1_37@0,,Out of those 100 we display 20 mistakes in Table 3 alongside the spelling prediction of the control baseline.,"Delete,Fact/Evidence",Fact/Evidence
2020,193-ARR,,193-ARR_v1_38@0,,"We implement SpellingBee with a 6-layer encoderdecoder model, with 512 model dimensions.","Delete,Fact/Evidence",Fact/Evidence
2021,193-ARR,,193-ARR_v1_39@0,,"The model parameters are optimized with Adam (Kingma and Ba, 2015) for 1000 steps with up to 1024 tokens per batch, a learning rate of 5e-4, and a dropout rate of 0.1.","Delete,Fact/Evidence",Fact/Evidence
2022,193-ARR,,193-ARR_v1_39@1,,These are the default hyperparameters for training a transformer language model in Fairseq .,"Delete,Fact/Evidence",Fact/Evidence
2047,195-ARR,,195-ARR_v1_26@0,,Overall quality and gender translation,"Delete,Other",Other
2048,195-ARR,,195-ARR_v1_27@0,,"Table 3 presents SacreBLEU (Post, 2018), 14 coverage, and gender accuracy scores on the MuST-SHE test sets.","Delete,Fact/Evidence",Fact/Evidence
2049,195-ARR,,195-ARR_v1_27@2,,"Also, in line with previous analyses , SMALL-BPE models outperform the CHAR ones by ∼1 BLEU point.","Delete,Fact/Evidence",Fact/Evidence
2050,195-ARR,,195-ARR_v1_27@3,,"The higher overall translation quality of LARGE-BPE models is also reflected by the coverage scores (All-Cov), where 13 The scripts will be released upon paper acceptance.","Delete,Fact/Evidence",Fact/Evidence
2051,195-ARR,,195-ARR_v1_37@7,,18 We noticed that CHAR's lower translation quality may have to do more with fluency rather than lexical issues.,"Delete,Claim",Claim
2052,195-ARR,,195-ARR_v1_52@0,,A MuST-SHE Manual Annotation POS and agreement chains annotations were carried out on MuST-SHE reference translations.,"Delete,Fact/Evidence",Fact/Evidence
2053,195-ARR,,195-ARR_v1_52@1,,"To ensure precision, the two layers of linguistic information have been added i) in the course of two separate annotation processes; ii) following strict and comprehensive guidelines.","Delete,Fact/Evidence",Fact/Evidence
2054,195-ARR,,195-ARR_v1_62@0,,"Considering long-range dependencies that go beyond the phrase level, a gender relevant covariation is also that of subject-verb agreement, as the one shown in Table 9 (see also footnote 1).","Delete,Fact/Evidence",Fact/Evidence
2055,195-ARR,,195-ARR_v1_63@0,,"To account for such longer spans, we considered all MuST-SHE sentences where both i) a word (or chain) functioning as a subject, and ii) its referring verb or predicative complement are annotated as gender-marked words in the references.","Delete,Fact/Evidence",Fact/Evidence
2056,195-ARR,,195-ARR_v1_63@1,,"We identified 55 sentences for en-es, 54 for en-fr and 41 for en-it, and we manually analyzed all the corresponding systems' outputs.","Delete,Fact/Evidence",Fact/Evidence
2057,195-ARR,,195-ARR_v1_64@0,,"We found that, even in the case of dependencies within a longer range, systems largely respect agreement in translation and consistently pick the same gender form for all co-related words.","Delete,Fact/Evidence",Fact/Evidence
2058,195-ARR,,195-ARR_v1_64@2,,"Among these 4 cases, we found the above discussed weaker gender-enforcing structures (see the description of (semi-)copula verbs and their predicative complements in §6.2), and we also detected what resembles agreement attraction errors (Linzen et al., 2016).","Delete,Fact/Evidence",Fact/Evidence
2059,195-ARR,,195-ARR_v1_64@4,,"The following (long) sentence is an example of such an attraction error, where the complement desperate is inflected in the same masculine and plural form as its just preceding noun rather than the chain functioning as subject (the nurse).","Delete,Fact/Evidence",Fact/Evidence
2060,195-ARR,,195-ARR_v1_65@1,,"We can thus conclude that, even taking into account longer dependencies, agreement still does not emerge as an issue entrenched with gender bias.","Delete,Claim",Claim
2364,21-ARR,,21-ARR_v1_58@1,,"For future work, we would like to further investigate the teaching skills learned by the meta teacher from a theoretical perspective and use the insights to improve conventional knowledge distillation.","Delete,Claim",Claim
2682,246-ARR,,246-ARR_v1_71@5,,"Figs. 7 and 8 contain the 95% CIs for ROUGE, BERTScore, and QAEval on the SummEval and REALSumm datasets using the BOOT-SYSTEMS and BOOT-BOTH methods calculated using all M t test instances and only the M a annotated instances (BOOT-INPUTS included in the main body of the paper, Fig. 4).","Delete,Fact/Evidence",Fact/Evidence
2702,249-ARR,,249-ARR_v1_27@2,,"To avoid black-box persona inference attacks, more constraints on privacy should be added for training LM-based chatbots.","Delete,Claim",Claim
2704,249-ARR,,249-ARR_v1_12@2,,Carlini et al. (2021) performed black-box model inversion attack on GPT-2 through descriptive prompts with beam search.,"Delete,Fact/Evidence",Fact/Evidence
2705,249-ARR,,249-ARR_v1_12@3,,Lehman et al. (2021) examined BERT pretrained on Electronic Health Records via blank filling and model probing to recover Personal Health Information.,"Delete,Fact/Evidence",Fact/Evidence
2706,249-ARR,,249-ARR_v1_12@4,,"Furthermore, given black-box access to a language model's pre-train and finetune stages, Zanella-Béguelin et al. (2020) showed that sensitive sequences of the fine-tuning dataset can be extracted.","Delete,Fact/Evidence",Fact/Evidence
2707,249-ARR,,249-ARR_v1_12@5,,"For the distributed client-server setup, Malekzadeh et al. (2021) considered the sensitive attribute leakage from the server side with honest-but-curious (HBC) classifiers.","Delete,Fact/Evidence",Fact/Evidence
2708,249-ARR,,249-ARR_v1_15@3,,"Lastly, we comprehensively explain our proposed defense strategies in Section 3.3.","Delete,Fact/Evidence",Fact/Evidence
2746,250-ARR,,250-ARR_v1_43@3,,Hyperparameters selection and other implementation details can be found in Appendix.,"Delete,Fact/Evidence",Fact/Evidence
2838,258-ARR,,258-ARR_v1_31@0,,Experiments,"Delete,Other",Other
2839,258-ARR,,258-ARR_v1_32@0,,Setup,"Delete,Other",Other
2840,258-ARR,,258-ARR_v1_33@0,,We use the pre-trained ELECTRA base discriminator model 5 with 12 attention heads and 12 hidden layers.,"Delete,Fact/Evidence",Fact/Evidence
2869,276-ARR,,276-ARR_v1_45@0,,See Appendix B for proof.,"Delete,Fact/Evidence",Fact/Evidence
2870,276-ARR,,276-ARR_v1_46@0,,See Appendix C for proof.,"Delete,Fact/Evidence",Fact/Evidence
2871,276-ARR,,276-ARR_v1_55@3,,"7 For example, we repeated the full experiment on ADePT (n = 2, ε = 0.1) 100 times which results in standard deviation 0.0008 from the mean value 0.195.","Delete,Fact/Evidence",Fact/Evidence
2872,276-ARR,,276-ARR_v1_55@4,,Better MLE precision can be simply obtained by increasing the 10 million repeats per experiment.,"Delete,Claim",Claim
2873,276-ARR,,276-ARR_v1_55@5,,All source codes are attached/will go on Github.,"Delete,Fact/Evidence",Fact/Evidence
2874,276-ARR,,276-ARR_v1_84@0,,See Figure 2.,"Delete,Fact/Evidence",Fact/Evidence
3084,30-ARR,,30-ARR_v1_14@1,,"In particular, models trained with RDL with only 50 labelled examples achieve the same or even better results than that of fullysupervised training with a full training set of 1,707 examples, and improvements are especially significant for OOD tests.","Delete,Fact/Evidence",Fact/Evidence
3085,30-ARR,,30-ARR_v1_14@2,,"The predictive model trained with RDL using only 100 labelled examples outperforms models trained with manual (Kaushik et al., 2020) and automatic CAD using the full augmented training set of 3,414 examples.","Delete,Fact/Evidence",Fact/Evidence
3088,30-ARR,,30-ARR_v1_15@0,,"To the best of our knowledge, we are the first to exploit the efficacy of semi-factuals and humanintervention for improving the generalisation abilities of deep neural networks in few-shot learning scenarios.","Delete,Claim",Claim
3089,30-ARR,,30-ARR_v1_15@1,,All resources will be released on Github.,"Delete,Fact/Evidence",Fact/Evidence
3090,30-ARR,,30-ARR_v1_16@0,,Related Work,"Delete,Other",Other
3091,30-ARR,,30-ARR_v1_17@0,,"Data augmentation has been used for resolving artefacts in training datasets before (Gururangan et al., 2018;Srivastava et al., 2020;Kaushik et al., 2021).","Delete,Fact/Evidence",Fact/Evidence
3284,315-ARR,,315-ARR_v1_32@8,,Drop#1 is probably because the constraint words within this range are mostly functional or less important.,"Delete,Claim",Claim
3285,315-ARR,,315-ARR_v1_32@9,,Such words are not as universal as ones at the leftmost that can fit in most contexts and do not have to appear in the target due to multiple modes in translation.,"Delete,Claim",Claim
3286,315-ARR,,315-ARR_v1_73@2,,"The purpose of this work is to enhance existing methods for constrained NAT, i.e., editing-based iterative NAT methods, under rare lexical constraints.","Delete,Fact/Evidence",Fact/Evidence
3287,315-ARR,,315-ARR_v1_73@3,,"It would be interesting for future research to explore new ways to impose lexical constraints on NAT models, perhaps on non-iterative NAT.","Delete,Claim",Claim
3379,326-ARR,,326-ARR_v1_54@3,,All datasets are modified into truecase format with mosesdecoder by training truecase models upon train set.,"Delete,Fact/Evidence",Fact/Evidence
3380,326-ARR,,326-ARR_v1_59@1,,"Note that, we follow suggestions in Song et al. (2021) to omit the energy calculation of activate functions, such as relu and softmax, because they are specially designed over some modern AI chips, which requires far less energy than additive operation.","Delete,Fact/Evidence",Fact/Evidence
3381,326-ARR,,326-ARR_v1_65@0,,"In order to obtain value representations, attention model requires ld 2 additive/multiplicative operations.","Delete,Fact/Evidence",Fact/Evidence
3382,326-ARR,,326-ARR_v1_65@1,,"Besides, applying weighted sum over value representations with attention weights requires l 2 d multiplicative/additive operations.","Delete,Fact/Evidence",Fact/Evidence
3383,326-ARR,,326-ARR_v1_65@2,,"Overall, the numbers of multiplicative/additive operations in the whole attention model are 3ld 2 + 2l 2 d.","Delete,Fact/Evidence",Fact/Evidence
3384,326-ARR,,326-ARR_v1_66@1,,The overall multiplication operations in a Transformer Block is 9ld 2 + 3ld 2 + 2l 2 d = 12ld 2 + 2l 2 d.,"Delete,Fact/Evidence",Fact/Evidence
3385,326-ARR,,326-ARR_v1_67@0,,"Same as the steps above, we can calculate the required energy consumption of other modules.","Delete,Fact/Evidence",Fact/Evidence
3386,326-ARR,,326-ARR_v1_68@1,,"We can get the result ∆ A = 34.09%, ∆ F = 33.83%, thus the energy reduction ratio is 1−∆ A = 65.91%, 1−∆ F = 66.17%.","Delete,Fact/Evidence",Fact/Evidence
3387,326-ARR,,326-ARR_v1_68@2,,"Similarly, energy consumption ratios at the level of alignment calculation are 99.55% and 99.95%.","Delete,Fact/Evidence",Fact/Evidence
3388,326-ARR,,326-ARR_v1_68@3,,"Those of TRANSFORMER block are 83.17% and 83.10%, respectively.","Delete,Fact/Evidence",Fact/Evidence
3390,326-ARR,,326-ARR_v1_20@5,,"Although Dense and RandInit significantly reduce the energy consumption, Tay et al. (2021) point out that these approaches fail to be employed into cross-attention networks, since neither linear transition nor randomly initialized matrix is able to exactly model alignment information across languages.","Delete,Fact/Evidence",Fact/Evidence
3391,326-ARR,,326-ARR_v1_2@5,,Our code will be released upon the acceptance.,"Delete,Claim",Claim
3392,326-ARR,,326-ARR_v1_40@0,,"We choose three machine translation tasks, i.e. IWSLT'15 English-Vietnamese (En-Vi), WMT'14 English-German (En-De) and WMT'17 Chinese-English (Zh-En), to evaluate the effectiveness of our approach.","Delete,Fact/Evidence",Fact/Evidence
3393,326-ARR,,326-ARR_v1_40@1,,"We follow the setting of TRANS-FORMER-Base (Vaswani et al., 2017)","Delete,Fact/Evidence",Fact/Evidence
3399,327-ARR,,327-ARR_v1_2@5,,We compute them on a model's trained token embeddings to prevent domain mismatch.,"Delete,Fact/Evidence",Fact/Evidence
3562,344-ARR,,344-ARR_v1_37@7,,Domain Setups.,"Delete,Other",Other
